"value","num_ads","total_spend_pct","type","location_type","num_obfuscated","is_exclusion","custom_audience_type","detailed_type","ds","main_currency","total_num_ads","total_spend_formatted","is_30_day_available","is_90_day_available","internal_id"
"Alexándreia, Imathia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Koufalia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Kinéta, Attiki, Greece",2,0.010105626650416,"location","CITY",1,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Kalambáki, Kavala, Greece",1,0.0041189879702981,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Véroia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Lagkadás, Thessaloniki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Sidirókastro, Serrai, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Kalamariá, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Crete, Greece",2,0.023404879590132,"location","regions",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Thérmi, Thessaloniki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Thessaloníki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Triandría, Thessaloniki, Greece",1,0.022555690974338,"location","NEIGHBORHOOD",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Giannitsa, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Skýdra, Pella, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Édessa, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Litóchoro, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Rodholívos, Kavala, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Kateríni, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Aridaia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Néa Zíchni, Serrai, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Évosmo, Thessaloniki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Irakleia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Dráma, Greece",1,0.0041189879702981,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Prosotsáni, Drama, Greece",1,0.0041189879702981,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Kavála, Greece",1,0.0041189879702981,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Potamoi, Drama, Greece",1,0.0041189879702981,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Athens, Greece",1,0.12329598031914,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Náousa, Imathia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Veria, Imathia, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Oraiókastro, Thessaloniki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Libanovo, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Náousa, Kikladhes, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Peloponnese (region), Greece",1,0.01711072742456,"location","regions",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Panórama, Thessaloniki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Serres, Greece",1,0.022555690974338,"location","REGION",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Iráklia, Kikladhes, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Langadas, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Ampelokipoi, Thessaloniki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Nigrita, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Polýgyros, Khalkidhiki, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Lakhanás, Kilkis, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Kilkís, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Loutrópolis Thermís, Greece",1,0.022555690974338,"location","CITY",0,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"13",0,0,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"14",0,0,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"15",0,0,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"16",0,0,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"17",0,0,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"18",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"19",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"20",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"21",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"22",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"23",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"24",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"25",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"26",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"27",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"28",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"29",28,0.98288927257544,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"30",29,1,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"31",29,1,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"32",29,1,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"33",29,1,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"34",29,1,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"35",29,1,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"36",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"37",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"38",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"39",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"40",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"41",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"42",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"43",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"44",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"45",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"46",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"47",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"48",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"49",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"50",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"51",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"52",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"53",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"54",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"55",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"56",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"57",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"58",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"59",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"60",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"61",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"62",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"63",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"64",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"65+",28,0.99735087006568,"age",,,,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Custom audience",15,0.65696447513937,"custom_audience",,,FALSE,"HAS_CA_INCLUSION",,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Custom audience",1,0.12329598031914,"custom_audience",,,TRUE,"HAS_CA_EXCLUSION",,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Customer list custom audience",2,0.098709007606022,"custom_audience",,,FALSE,"HAS_DFCA_INCLUSION",,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Customer list custom audience",0,0,"custom_audience",,,TRUE,"HAS_DFCA_EXCLUSION",,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Lookalike audience",13,0.5794315796601,"lookalike_audience",,,FALSE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Lookalike audience",0,0,"lookalike_audience",,,TRUE,,,"2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents with early school-age children (06-08 years) ",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents (up to 12 months)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Volunteering",2,0.0089432820998939,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Law",3,0.025870629923037,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Europe",1,0.006294152165572,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents with adult children (18-26 years) ",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Arts, Entertainment, Sports and Media",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Business and Finance",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Government Employees (Global)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Business decision maker titles and interests",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Administrative Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Legal Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Healthcare and Medical Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Medium business-to-business enterprise employees (200 - 500 employees)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents with preschoolers (03-05 years) ",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Computation and Mathematics",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents with teenagers (13-17 years)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Management",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Farming, Fishing and Forestry",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"IT and Technical Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"IT Decision Makers",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Construction and Extraction",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Community issues",3,0.013062270070192,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Finance",1,0.006294152165572,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Politics",4,0.029989617893335,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Charity and causes",2,0.0089432820998939,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Society",1,0.006294152165572,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"European Union",1,0.006294152165572,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Politics and social issues",1,0.006294152165572,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Military (Global)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Production",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Sales",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Community and Social Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents with preteens (09-12 years)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Education and Libraries",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Democracy",1,0.0026491299343219,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Small business-to-business enterprise employees (10-200 employees)",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Life, Physical and Social Sciences",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Transportation and Moving",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Cleaning and Maintenance Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents (All)",2,0.05642449274381,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Protective Services",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Business Decision Makers",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Architecture and Engineering",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Parents with toddlers (01-02 years) ",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
"Food and Restaurants",1,0.028212246371905,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",29,"€3,545",TRUE,TRUE,"216089191899991"
