"value","num_ads","total_spend_pct","type","location_type","num_obfuscated","is_exclusion","custom_audience_type","detailed_type","ds","main_currency","total_num_ads","total_spend_formatted","is_30_day_available","is_90_day_available","internal_id"
"45",168,0.81974760404424,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"46",167,0.80727646226632,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"47",167,0.80727646226632,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"48",167,0.80727646226632,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"49",167,0.80727646226632,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"50",167,0.80727646226632,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"51",162,0.79725465273357,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"52",162,0.79725465273357,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"53",162,0.79725465273357,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"54",162,0.79725465273357,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"55",139,0.69163705186199,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"56",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"57",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"58",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"59",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"60",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"61",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"62",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"63",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"64",131,0.67338129568179,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"65+",128,0.65042840866236,"age",,,,,,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Custom audience",1,0.0049884567111704,"custom_audience",,,FALSE,"HAS_CA_INCLUSION",,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Custom audience",52,0.17533726955824,"custom_audience",,,TRUE,"HAS_CA_EXCLUSION",,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Customer list custom audience",0,0,"custom_audience",,,FALSE,"HAS_DFCA_INCLUSION",,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Customer list custom audience",0,0,"custom_audience",,,TRUE,"HAS_DFCA_EXCLUSION",,"2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Italy",3,0.015963061475745,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Economy",3,0.014814718740834,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Tax law",9,0.1008177078241,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"International trade",3,0.0099769134223407,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"College grad",10,0.050824392356088,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents (All)",14,0.055019185604511,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents with toddlers (01-02 years) ",5,0.0083067781154409,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Investment strategy",4,0.003128760049246,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Elementary Teacher",4,0.0038500908896813,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Primary School Teacher",2,0.00083207457942321,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Trade",9,0.016294793847038,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents with teenagers (13-17 years)",7,0.028260604960122,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Gadget Geeks",6,0.013967678791277,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Employment",9,0.017459598489096,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
" Large business-to-business enterprise employees (500+ employees)",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Wage",21,0.13561568530421,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Greece",12,0.081137747252857,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Electric power distribution",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"In college",12,0.053476754789417,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Amazon.com",3,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Business and Finance",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Domestic Partnership",1,0.012471141777926,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents with early school-age children (06-08 years) ",5,0.0083067781154409,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Smart Technologies",18,0.083791107377528,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Pfizer",3,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Professional degree",5,0.010916738666725,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Egypt",3,0.015963061475745,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Income",5,0.018728163030747,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Job",5,0.057433099807047,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Passive income",2,0.040971192660184,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Career",3,0.016461907146862,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"High School Teacher",4,0.0038500908896813,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Return on investment",5,0.0048841979659069,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"In high school",7,0.013569101100054,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents with adult children (18-26 years) ",7,0.042560016122692,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Sustainable energy",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Middle school",4,0.0038500908896813,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"International trade",3,0.012471141777926,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Investment management",6,0.04409995270943,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Pension",4,0.0081097340753496,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Stock market",4,0.003128760049246,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Government",5,0.017718499392406,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents (up to 12 months)",5,0.0083067781154409,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"High School Mathematics Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Military (Global)",3,0.015963061475745,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Technology",7,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Middle School Teacher",2,0.00083207457942321,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Social Studies Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"European Union",4,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Temporary work",8,0.017825252366025,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Life, Physical and Social Sciences",4,0.0038500908896813,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Engaged",5,0.013614994901797,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Financial plan",1,0.0099769134223407,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"High School Social Studies Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Newly engaged (1 year)",9,0.043948303625411,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Technology early adopters",22,0.14046147215344,"detailed",,,FALSE,,"BEHAVIORS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Pension fund",4,0.0081097340753496,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Stock market index",4,0.003128760049246,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Wealth management",4,0.003128760049246,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Business decision maker titles and interests",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Investment",18,0.13281167378686,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Preschool teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"New job",11,0.034287159512887,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"In grad school",10,0.033522927944736,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Entry-level job",15,0.077671767529936,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Computer Science Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"LinkedIn",6,0.0049884567111704,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Investor",11,0.062975275213157,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"International business",6,0.022448055200267,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Education",2,0.0030180163102581,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"International relations",3,0.0099769134223407,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Part-time",1,0.002859882232514,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"National security",11,0.089753310838719,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"IT and Technical Services",5,0.0099769134223407,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Job hunting",14,0.022813709077195,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Newlywed",2,0.0074826850667555,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Digital Trends",9,0.031422288823662,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"National flag",3,0.015963061475745,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Education and Libraries",4,0.0038500908896813,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Economics",5,0.018003839116285,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Retirement age",4,0.0081097340753496,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parents with preteens (09-12 years)",5,0.0083067781154409,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Marine Engineer",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Retirement planning",4,0.0081097340753496,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Master's degree",10,0.050824392356088,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Finance",1,0.0099769134223407,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Microsoft",3,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Employment website",2,0.040971192660184,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Europe",9,0.0372627739411,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Government Employees (Global)",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Married",5,0.013614994901797,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Health &amp; wellness",2,0.010974604764575,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Able seaman",1,0.0024942283555852,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Management",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Business Decision Makers",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Doctorate degree",5,0.010916738666725,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Social Science Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"TeamViewer",3,0.019953826844681,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Photovoltaics",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Newlywed (1 year)",7,0.036465618558655,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Middle School English Teacher",2,0.0030180163102581,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"School",2,0.0030180163102581,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Independence",3,0.015963061475745,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Gadget",5,0.0099769134223407,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Solar energy",2,0.00496151904493,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Medicine",2,0.010974604764575,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Employment Opportunities",9,0.021450363858033,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Parenting",1,0.0026094617056132,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Primary Teacher",4,0.0038500908896813,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Politics",7,0.041749890752798,"detailed",,,FALSE,,"INTERESTS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"The London School of Economics and Political Science - LSE",2,0.0031891203754512,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
"Kindergarten Teacher",4,0.0038500908896813,"detailed",,,FALSE,,"DEMOGRAPHICS","2023-03-11","EUR",202,"€20,046",TRUE,TRUE,"82362291274"
