area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations,date
ΜΕΣΣΗΝΙΑΣ,1005,139,1,0,-70,140,27191,27191,11420,0,38611,2021-05-01
ΜΗΛΟΥ,1207,17,0,0,17,17,4332,4332,2422,0,6754,2021-05-01
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,1450,1450,762,0,2212,2021-05-01
ΝΑΞΟΥ,1209,0,0,0,0,0,4177,4177,1511,0,5688,2021-05-01
ΝΗΣΩΝ,906,9,3,0,-11,12,17950,17951,7753,0,25704,2021-05-01
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,1418,37,0,-162,1455,82008,82008,20192,0,102200,2021-05-01
ΞΑΝΘΗΣ,105,98,0,0,-53,98,15488,15488,6695,0,22183,2021-05-01
ΠΑΡΟΥ,1210,30,0,0,30,30,2364,2364,1211,0,3575,2021-05-01
ΠΕΙΡΑΙΩΣ,908,640,7,0,-5,647,76023,76023,34965,0,110988,2021-05-01
ΠΕΛΛΑΣ,204,96,2,0,-89,98,30484,30485,13818,0,44303,2021-05-01
ΠΙΕΡΙΑΣ,205,61,0,0,10,61,23455,23455,10498,0,33953,2021-05-01
ΠΡΕΒΕΖΑΣ,404,182,1,0,-61,183,13341,13341,3060,0,16401,2021-05-01
ΡΕΘΥΜΝΟΥ,1303,167,4,0,-49,171,16815,16815,7094,0,23909,2021-05-01
ΡΟΔΟΠΗΣ,106,123,3,0,-32,126,16050,16050,6105,0,22155,2021-05-01
ΡΟΔΟΥ,1211,163,2,0,-23,165,16326,16326,6931,0,23257,2021-05-01
ΣΑΜΟΥ,1104,36,1,0,-36,37,5168,5168,2128,0,7296,2021-05-01
ΣΕΡΡΩΝ,206,192,8,0,-141,200,27179,27179,9037,0,36216,2021-05-01
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,3797,3797,1279,0,5076,2021-05-01
ΣΥΡΟΥ,1212,66,0,0,19,66,4204,4204,1870,0,6074,2021-05-01
ΤΗΝΟΥ,1213,0,0,0,0,0,2014,2014,1009,0,3023,2021-05-01
ΤΡΙΚΑΛΩΝ,505,135,1,0,-158,136,23405,23405,10053,0,33458,2021-05-01
ΦΘΙΩΤΙΔΑΣ,804,165,5,0,-94,170,26172,26172,10200,0,36372,2021-05-01
ΦΛΩΡΙΝΑΣ,304,56,1,0,-23,57,11969,11969,5268,0,17237,2021-05-01
ΦΩΚΙΔΑΣ,805,63,2,0,65,65,5852,5852,2576,0,8428,2021-05-01
ΧΑΛΚΙΔΙΚΗΣ,207,139,2,0,-103,141,20385,20385,8292,0,28677,2021-05-01
ΧΑΝΙΩΝ,1304,192,3,0,-19,195,33677,33677,15546,0,49223,2021-05-01
ΧΙΟΥ,1105,79,3,0,-24,82,9383,9384,3668,0,13052,2021-05-01
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,300,20,0,104,320,31204,31204,9005,0,40209,2021-05-03
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,631,24,0,186,655,59492,59492,20907,0,80399,2021-05-03
ΑΝΔΡΟΥ,1201,0,0,0,0,0,2329,2329,1006,0,3335,2021-05-03
ΑΡΓΟΛΙΔΑΣ,1001,234,7,0,90,241,19441,19441,7266,0,26707,2021-05-03
ΑΡΚΑΔΙΑΣ,1002,202,12,0,89,214,16075,16075,5975,0,22050,2021-05-03
ΑΡΤΑΣ,401,66,4,0,50,70,11280,11280,6412,0,17692,2021-05-03
ΑΧΑΪΑΣ,702,652,23,0,165,675,53008,53008,22152,0,75160,2021-05-03
ΒΟΙΩΤΙΑΣ,801,368,14,0,80,382,25293,25293,8258,0,33551,2021-05-03
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,2531,126,0,149,2657,220306,220307,125904,0,346211,2021-05-03
ΓΡΕΒΕΝΩΝ,301,11,0,0,0,11,7616,7616,3671,0,11287,2021-05-03
ΔΡΑΜΑΣ,101,75,11,0,-7,86,16253,16253,7638,0,23891,2021-05-03
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,177,0,0,36,177,19074,19075,7577,0,26652,2021-05-03
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,897,18,0,0,915,95483,95483,42154,0,137637,2021-05-03
ΕΒΡΟΥ,102,138,6,0,8,144,27662,27662,13016,0,40678,2021-05-03
ΕΥΒΟΙΑΣ,802,301,6,0,165,307,37601,37602,16116,0,53718,2021-05-03
ΕΥΡΥΤΑΝΙΑΣ,803,16,3,0,8,19,3276,3276,1595,0,4871,2021-05-03
ΖΑΚΥΝΘΟΥ,601,70,0,0,34,70,7041,7041,3095,0,10136,2021-05-03
ΗΛΕΙΑΣ,703,211,7,0,46,218,24516,24516,9776,0,34292,2021-05-03
ΗΜΑΘΙΑΣ,201,139,2,0,9,141,24067,24067,10806,0,34873,2021-05-03
ΗΡΑΚΛΕΙΟΥ,1301,646,13,0,77,659,53321,53321,22000,0,75321,2021-05-03
ΘΑΣΟΥ,103,0,0,0,0,0,3465,3465,1578,0,5043,2021-05-03
ΘΕΣΠΡΩΤΙΑΣ,402,74,5,0,3,79,13446,13446,6192,0,19638,2021-05-03
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2925,147,0,214,3072,259632,259634,105790,0,365424,2021-05-03
ΘΗΡΑΣ,1202,0,0,0,-21,0,4234,4234,1598,0,5832,2021-05-03
ΙΘΑΚΗΣ,602,0,0,0,0,0,1652,1652,844,0,2496,2021-05-03
ΙΚΑΡΙΑΣ,1101,6,0,0,6,6,3150,3150,1512,0,4662,2021-05-03
ΙΩΑΝΝΙΝΩΝ,403,401,17,0,128,418,34340,34341,16136,0,50477,2021-05-03
ΚΑΒΑΛΑΣ,104,151,3,0,2,154,22364,22364,10291,0,32655,2021-05-03
ΚΑΛΥΜΝΟΥ,1203,0,0,0,0,0,5963,5963,2876,0,8839,2021-05-03
ΚΑΡΔΙΤΣΑΣ,501,269,17,0,155,286,22830,22830,8197,0,31027,2021-05-03
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,2466,2466,1363,0,3829,2021-05-03
ΚΑΣΤΟΡΙΑΣ,302,74,5,0,-1,79,13200,13200,5952,0,19152,2021-05-03
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,2194,2194,851,0,3045,2021-05-03
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1817,61,0,496,1878,279493,279495,133059,0,412554,2021-05-03
ΚΕΡΚΥΡΑΣ,603,188,8,0,41,196,20446,20446,8771,0,29217,2021-05-03
ΚΕΦΑΛΛΗΝΙΑΣ,604,78,4,0,10,82,8500,8500,3995,0,12495,2021-05-03
ΚΙΛΚΙΣ,203,82,6,0,8,88,15903,15903,8675,0,24578,2021-05-03
ΚΟΖΑΝΗΣ,303,190,12,0,46,202,28644,28644,12005,0,40649,2021-05-03
ΚΟΡΙΝΘΙΑΣ,1003,324,12,0,50,336,24484,24484,6832,0,31316,2021-05-03
ΚΩ,1206,39,0,0,-1,39,7095,7095,3126,0,10221,2021-05-03
ΛΑΚΩΝΙΑΣ,1004,126,6,0,72,132,15273,15273,6574,0,21847,2021-05-03
ΛΑΡΙΣΑΣ,502,510,18,0,238,528,46123,46123,16095,0,62218,2021-05-03
ΛΑΣΙΘΙΟΥ,1302,135,3,0,47,138,20059,20059,9885,0,29944,2021-05-03
ΛΕΣΒΟΥ,1102,129,8,0,55,137,14966,14966,6337,0,21303,2021-05-03
ΛΕΥΚΑΔΑΣ,605,82,2,0,7,84,5944,5944,2776,0,8720,2021-05-03
ΛΗΜΝΟΥ,1103,23,0,0,23,23,3676,3676,1832,0,5508,2021-05-03
ΜΑΓΝΗΣΙΑΣ,503,293,11,0,61,304,31889,31889,12288,0,44177,2021-05-03
ΜΕΣΣΗΝΙΑΣ,1005,215,7,0,82,222,27406,27406,11427,0,38833,2021-05-03
ΜΗΛΟΥ,1207,0,0,0,-17,0,4332,4332,2422,0,6754,2021-05-03
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,1450,1450,762,0,2212,2021-05-03
ΝΑΞΟΥ,1209,0,0,0,0,0,4177,4177,1511,0,5688,2021-05-03
ΝΗΣΩΝ,906,16,0,0,4,16,17966,17967,7753,0,25720,2021-05-03
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,1525,77,0,147,1602,83533,83533,20269,0,103802,2021-05-03
ΞΑΝΘΗΣ,105,116,6,0,24,122,15604,15604,6701,0,22305,2021-05-03
ΠΑΡΟΥ,1210,30,0,0,0,30,2394,2394,1211,0,3605,2021-05-03
ΠΕΙΡΑΙΩΣ,908,627,21,0,1,648,76650,76650,34986,0,111636,2021-05-03
ΠΕΛΛΑΣ,204,120,7,0,29,127,30604,30605,13825,0,44430,2021-05-03
ΠΙΕΡΙΑΣ,205,90,2,0,31,92,23545,23545,10500,0,34045,2021-05-03
ΠΡΕΒΕΖΑΣ,404,239,10,0,66,249,13580,13580,3070,0,16650,2021-05-03
ΡΕΘΥΜΝΟΥ,1303,217,6,0,52,223,17032,17032,7100,0,24132,2021-05-03
ΡΟΔΟΠΗΣ,106,141,2,0,17,143,16191,16191,6107,0,22298,2021-05-03
ΡΟΔΟΥ,1211,163,3,0,1,166,16489,16489,6934,0,23423,2021-05-03
ΣΑΜΟΥ,1104,57,1,0,21,58,5225,5225,2129,0,7354,2021-05-03
ΣΕΡΡΩΝ,206,246,20,0,66,266,27425,27425,9057,0,36482,2021-05-03
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,3797,3797,1279,0,5076,2021-05-03
ΣΥΡΟΥ,1212,79,0,0,13,79,4283,4283,1870,0,6153,2021-05-03
ΤΗΝΟΥ,1213,0,0,0,0,0,2014,2014,1009,0,3023,2021-05-03
ΤΡΙΚΑΛΩΝ,505,279,12,0,155,291,23684,23684,10065,0,33749,2021-05-03
ΦΘΙΩΤΙΔΑΣ,804,266,15,0,111,281,26438,26438,10215,0,36653,2021-05-03
ΦΛΩΡΙΝΑΣ,304,34,4,0,-19,38,12003,12003,5272,0,17275,2021-05-03
ΦΩΚΙΔΑΣ,805,0,0,0,-65,0,5852,5852,2576,0,8428,2021-05-03
ΧΑΛΚΙΔΙΚΗΣ,207,190,5,0,54,195,20575,20575,8297,0,28872,2021-05-03
ΧΑΝΙΩΝ,1304,265,7,0,77,272,33942,33942,15553,0,49495,2021-05-03
ΧΙΟΥ,1105,106,4,0,28,110,9489,9490,3672,0,13162,2021-05-03
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,345,641,0,666,986,31549,31549,9646,0,41195,2021-05-04
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1146,853,0,1344,1999,60638,60638,21760,0,82398,2021-05-04
ΑΝΔΡΟΥ,1201,5,43,0,48,48,2334,2334,1049,0,3383,2021-05-04
ΑΡΓΟΛΙΔΑΣ,1001,295,493,0,547,788,19736,19736,7759,0,27495,2021-05-04
ΑΡΚΑΔΙΑΣ,1002,188,261,0,235,449,16263,16263,6236,0,22499,2021-05-04
ΑΡΤΑΣ,401,53,196,0,179,249,11333,11333,6608,0,17941,2021-05-04
ΑΧΑΪΑΣ,702,1133,1022,0,1480,2155,54141,54141,23174,0,77315,2021-05-04
ΒΟΙΩΤΙΑΣ,801,369,572,0,559,941,25662,25662,8830,0,34492,2021-05-04
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,2804,1549,0,1696,4353,223110,223111,127453,0,350564,2021-05-04
ΓΡΕΒΕΝΩΝ,301,44,198,0,231,242,7660,7660,3869,0,11529,2021-05-04
ΔΡΑΜΑΣ,101,88,331,0,333,419,16341,16341,7969,0,24310,2021-05-04
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,217,359,0,399,576,19291,19292,7936,0,27228,2021-05-04
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,915,1613,0,1613,2528,96397,96398,43767,0,140165,2021-05-04
ΕΒΡΟΥ,102,135,442,0,433,577,27797,27797,13458,0,41255,2021-05-04
ΕΥΒΟΙΑΣ,802,288,765,0,746,1053,37889,37890,16881,0,54771,2021-05-04
ΕΥΡΥΤΑΝΙΑΣ,803,23,79,0,83,102,3299,3299,1674,0,4973,2021-05-04
ΖΑΚΥΝΘΟΥ,601,100,122,0,152,222,7141,7141,3217,0,10358,2021-05-04
ΗΛΕΙΑΣ,703,246,557,0,585,803,24762,24762,10333,0,35095,2021-05-04
ΗΜΑΘΙΑΣ,201,201,533,0,593,734,24268,24268,11339,0,35607,2021-05-04
ΗΡΑΚΛΕΙΟΥ,1301,611,1138,0,1090,1749,53932,53932,23138,0,77070,2021-05-04
ΘΑΣΟΥ,103,6,191,0,197,197,3471,3471,1769,0,5240,2021-05-04
ΘΕΣΠΡΩΤΙΑΣ,402,80,302,0,303,382,13526,13526,6494,0,20020,2021-05-04
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2905,5628,0,5461,8533,262537,262539,111418,0,373957,2021-05-04
ΘΗΡΑΣ,1202,20,43,0,63,63,4254,4254,1641,0,5895,2021-05-04
ΙΘΑΚΗΣ,602,1,65,0,66,66,1653,1653,909,0,2562,2021-05-04
ΙΚΑΡΙΑΣ,1101,25,61,0,80,86,3175,3175,1573,0,4748,2021-05-04
ΙΩΑΝΝΙΝΩΝ,403,380,554,0,516,934,34720,34721,16690,0,51411,2021-05-04
ΚΑΒΑΛΑΣ,104,285,443,0,574,728,22649,22649,10734,0,33383,2021-05-04
ΚΑΛΥΜΝΟΥ,1203,9,165,0,174,174,5972,5972,3041,0,9013,2021-05-04
ΚΑΡΔΙΤΣΑΣ,501,225,378,0,317,603,23055,23055,8575,0,31630,2021-05-04
ΚΑΡΠΑΘΟΥ,1204,92,22,0,114,114,2558,2558,1385,0,3943,2021-05-04
ΚΑΣΤΟΡΙΑΣ,302,75,331,0,327,406,13275,13275,6283,0,19558,2021-05-04
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,2194,2194,851,0,3045,2021-05-04
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2945,4571,0,5638,7516,282438,282440,137630,0,420070,2021-05-04
ΚΕΡΚΥΡΑΣ,603,206,342,0,352,548,20652,20652,9113,0,29765,2021-05-04
ΚΕΦΑΛΛΗΝΙΑΣ,604,92,137,0,147,229,8592,8592,4132,0,12724,2021-05-04
ΚΙΛΚΙΣ,203,104,351,0,367,455,16007,16007,9026,0,25033,2021-05-04
ΚΟΖΑΝΗΣ,303,248,661,0,707,909,28892,28892,12666,0,41558,2021-05-04
ΚΟΡΙΝΘΙΑΣ,1003,283,545,0,492,828,24767,24767,7377,0,32144,2021-05-04
ΚΩ,1206,28,116,0,105,144,7123,7123,3242,0,10365,2021-05-04
ΛΑΚΩΝΙΑΣ,1004,134,341,0,343,475,15407,15407,6915,0,22322,2021-05-04
ΛΑΡΙΣΑΣ,502,477,928,0,877,1405,46600,46600,17023,0,63623,2021-05-04
ΛΑΣΙΘΙΟΥ,1302,153,450,0,465,603,20212,20212,10335,0,30547,2021-05-04
ΛΕΣΒΟΥ,1102,139,389,0,391,528,15105,15105,6726,0,21831,2021-05-04
ΛΕΥΚΑΔΑΣ,605,67,99,0,82,166,6011,6011,2875,0,8886,2021-05-04
ΛΗΜΝΟΥ,1103,42,64,0,83,106,3718,3718,1896,0,5614,2021-05-04
ΜΑΓΝΗΣΙΑΣ,503,364,671,0,731,1035,32253,32253,12959,0,45212,2021-05-04
ΜΕΣΣΗΝΙΑΣ,1005,228,593,0,599,821,27634,27634,12020,0,39654,2021-05-04
ΜΗΛΟΥ,1207,0,59,0,59,59,4332,4332,2481,0,6813,2021-05-04
ΜΥΚΟΝΟΥ,1208,6,36,0,42,42,1456,1456,798,0,2254,2021-05-04
ΝΑΞΟΥ,1209,5,139,0,144,144,4182,4182,1650,0,5832,2021-05-04
ΝΗΣΩΝ,906,65,492,0,541,557,18031,18032,8245,0,26277,2021-05-04
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,809,1975,0,1182,2784,84342,84342,22244,0,106586,2021-05-04
ΞΑΝΘΗΣ,105,220,380,0,478,600,15824,15824,7081,0,22905,2021-05-04
ΠΑΡΟΥ,1210,10,74,0,54,84,2404,2404,1285,0,3689,2021-05-04
ΠΕΙΡΑΙΩΣ,908,590,1041,0,983,1631,77240,77240,36027,0,113267,2021-05-04
ΠΕΛΛΑΣ,204,170,888,0,931,1058,30774,30775,14713,0,45488,2021-05-04
ΠΙΕΡΙΑΣ,205,133,687,0,728,820,23678,23678,11187,0,34865,2021-05-04
ΠΡΕΒΕΖΑΣ,404,221,298,0,270,519,13801,13801,3368,0,17169,2021-05-04
ΡΕΘΥΜΝΟΥ,1303,181,425,0,383,606,17213,17213,7525,0,24738,2021-05-04
ΡΟΔΟΠΗΣ,106,137,406,0,400,543,16328,16328,6513,0,22841,2021-05-04
ΡΟΔΟΥ,1211,157,237,0,228,394,16646,16646,7171,0,23817,2021-05-04
ΣΑΜΟΥ,1104,71,108,0,121,179,5296,5296,2237,0,7533,2021-05-04
ΣΕΡΡΩΝ,206,240,673,0,647,913,27665,27665,9730,0,37395,2021-05-04
ΣΠΟΡΑΔΩΝ,504,8,112,0,120,120,3805,3805,1391,0,5196,2021-05-04
ΣΥΡΟΥ,1212,92,74,0,87,166,4375,4375,1944,0,6319,2021-05-04
ΤΗΝΟΥ,1213,12,48,0,60,60,2026,2026,1057,0,3083,2021-05-04
ΤΡΙΚΑΛΩΝ,505,268,392,0,369,660,23952,23952,10457,0,34409,2021-05-04
ΦΘΙΩΤΙΔΑΣ,804,328,588,0,635,916,26766,26766,10803,0,37569,2021-05-04
ΦΛΩΡΙΝΑΣ,304,65,380,0,407,445,12068,12068,5652,0,17720,2021-05-04
ΦΩΚΙΔΑΣ,805,83,170,0,253,253,5935,5935,2746,0,8681,2021-05-04
ΧΑΛΚΙΔΙΚΗΣ,207,183,445,0,433,628,20758,20758,8742,0,29500,2021-05-04
ΧΑΝΙΩΝ,1304,253,752,0,733,1005,34195,34195,16305,0,50500,2021-05-04
ΧΙΟΥ,1105,74,134,0,98,208,9563,9564,3806,0,13370,2021-05-04
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,1237,798,0,953,1939,32786,32786,10444,0,43134,2021-05-05
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1359,1172,0,482,2481,61997,61997,22932,0,84879,2021-05-05
ΑΝΔΡΟΥ,1201,176,72,0,200,248,2510,2510,1121,0,3631,2021-05-05
ΑΡΓΟΛΙΔΑΣ,1001,596,623,0,336,1124,20332,20332,8382,0,28619,2021-05-05
ΑΡΚΑΔΙΑΣ,1002,573,345,0,419,868,16836,16836,6581,0,23367,2021-05-05
ΑΡΤΑΣ,401,319,281,0,306,555,11652,11652,6889,0,18496,2021-05-05
ΑΧΑΪΑΣ,702,1754,1232,0,646,2801,55895,55895,24406,0,80116,2021-05-05
ΒΟΙΩΤΙΑΣ,801,681,712,0,357,1298,26343,26343,9542,0,35790,2021-05-05
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,6828,2083,0,4368,8721,229938,229939,129536,0,359285,2021-05-05
ΓΡΕΒΕΝΩΝ,301,135,280,0,123,365,7795,7795,4149,0,11894,2021-05-05
ΔΡΑΜΑΣ,101,503,475,0,509,928,16844,16844,8444,0,25238,2021-05-05
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,307,436,0,167,743,19598,19599,8372,0,27971,2021-05-05
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,3905,2262,0,3542,6070,100302,100303,46029,0,146235,2021-05-05
ΕΒΡΟΥ,102,697,735,0,755,1332,28494,28494,14193,0,42587,2021-05-05
ΕΥΒΟΙΑΣ,802,883,1046,0,752,1805,38772,38773,17927,0,56576,2021-05-05
ΕΥΡΥΤΑΝΙΑΣ,803,93,136,0,82,184,3392,3392,1810,0,5157,2021-05-05
ΖΑΚΥΝΘΟΥ,601,308,211,0,247,469,7449,7449,3428,0,10827,2021-05-05
ΗΛΕΙΑΣ,703,1064,689,0,850,1653,25826,25826,11022,0,36748,2021-05-05
ΗΜΑΘΙΑΣ,201,725,721,0,632,1366,24993,24993,12060,0,36973,2021-05-05
ΗΡΑΚΛΕΙΟΥ,1301,1746,1220,0,1117,2866,55678,55678,24358,0,79936,2021-05-05
ΘΑΣΟΥ,103,36,212,0,51,248,3507,3507,1981,0,5488,2021-05-05
ΘΕΣΠΡΩΤΙΑΣ,402,176,451,0,195,577,13702,13702,6945,0,20597,2021-05-05
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,5449,7245,0,3812,12345,267985,267988,118663,0,386302,2021-05-05
ΘΗΡΑΣ,1202,152,314,0,353,416,4406,4406,1955,0,6311,2021-05-05
ΙΘΑΚΗΣ,602,3,57,0,-6,60,1656,1656,966,0,2622,2021-05-05
ΙΚΑΡΙΑΣ,1101,86,79,0,79,165,3261,3261,1652,0,4913,2021-05-05
ΙΩΑΝΝΙΝΩΝ,403,1001,806,0,774,1708,35721,35722,17496,0,53119,2021-05-05
ΚΑΒΑΛΑΣ,104,736,602,0,560,1288,23385,23385,11336,0,34671,2021-05-05
ΚΑΛΥΜΝΟΥ,1203,132,281,0,239,413,6104,6104,3322,0,9426,2021-05-05
ΚΑΡΔΙΤΣΑΣ,501,634,461,0,442,1045,23689,23689,9036,0,32675,2021-05-05
ΚΑΡΠΑΘΟΥ,1204,43,124,0,53,167,2601,2601,1509,0,4110,2021-05-05
ΚΑΣΤΟΡΙΑΣ,302,250,437,0,236,642,13525,13525,6720,0,20200,2021-05-05
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,90,73,0,163,163,2284,2284,924,0,3208,2021-05-05
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,4256,6610,0,2816,10332,286694,286696,144240,0,430402,2021-05-05
ΚΕΡΚΥΡΑΣ,603,688,600,0,695,1243,21340,21340,9713,0,31008,2021-05-05
ΚΕΦΑΛΛΗΝΙΑΣ,604,226,288,0,229,458,8818,8818,4420,0,13182,2021-05-05
ΚΙΛΚΙΣ,203,379,635,0,475,930,16386,16386,9661,0,25963,2021-05-05
ΚΟΖΑΝΗΣ,303,772,914,0,677,1586,29664,29664,13580,0,43144,2021-05-05
ΚΟΡΙΝΘΙΑΣ,1003,809,592,0,523,1351,25576,25576,7969,0,33495,2021-05-05
ΚΩ,1206,107,170,0,133,277,7230,7230,3412,0,10642,2021-05-05
ΛΑΚΩΝΙΑΣ,1004,555,508,0,488,963,15962,15962,7423,0,23285,2021-05-05
ΛΑΡΙΣΑΣ,502,1536,1240,0,1276,2681,48136,48136,18263,0,66304,2021-05-05
ΛΑΣΙΘΙΟΥ,1302,399,773,0,389,992,20611,20611,11108,0,31539,2021-05-05
ΛΕΣΒΟΥ,1102,358,455,0,236,764,15463,15463,7181,0,22595,2021-05-05
ΛΕΥΚΑΔΑΣ,605,182,151,0,122,288,6193,6193,3026,0,9174,2021-05-05
ΛΗΜΝΟΥ,1103,125,87,0,91,197,3843,3843,1983,0,5811,2021-05-05
ΜΑΓΝΗΣΙΑΣ,503,1124,913,0,952,1987,33377,33377,13872,0,47199,2021-05-05
ΜΕΣΣΗΝΙΑΣ,1005,1045,804,0,933,1754,28679,28679,12824,0,41408,2021-05-05
ΜΗΛΟΥ,1207,72,121,0,134,193,4404,4404,2602,0,7006,2021-05-05
ΜΥΚΟΝΟΥ,1208,14,70,0,42,84,1470,1470,868,0,2338,2021-05-05
ΝΑΞΟΥ,1209,81,148,0,85,229,4263,4263,1798,0,6061,2021-05-05
ΝΗΣΩΝ,906,248,646,0,337,894,18279,18280,8891,0,27171,2021-05-05
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,3626,2216,0,3009,5793,87968,87968,24460,0,112379,2021-05-05
ΞΑΝΘΗΣ,105,599,516,0,468,1068,16423,16423,7597,0,23973,2021-05-05
ΠΑΡΟΥ,1210,83,75,0,74,158,2487,2487,1360,0,3847,2021-05-05
ΠΕΙΡΑΙΩΣ,908,865,1526,0,674,2305,78105,78105,37553,0,115572,2021-05-05
ΠΕΛΛΑΣ,204,411,1139,0,397,1455,31185,31186,15852,0,46943,2021-05-05
ΠΙΕΡΙΑΣ,205,387,812,0,329,1149,24065,24065,11999,0,36014,2021-05-05
ΠΡΕΒΕΖΑΣ,404,352,360,0,143,662,14153,14153,3728,0,17831,2021-05-05
ΡΕΘΥΜΝΟΥ,1303,291,525,0,160,766,17504,17504,8050,0,25504,2021-05-05
ΡΟΔΟΠΗΣ,106,487,468,0,367,910,16815,16815,6981,0,23751,2021-05-05
ΡΟΔΟΥ,1211,386,294,0,237,631,17032,17032,7465,0,24448,2021-05-05
ΣΑΜΟΥ,1104,149,124,0,94,273,5445,5445,2361,0,7806,2021-05-05
ΣΕΡΡΩΝ,206,781,820,0,638,1551,28446,28446,10550,0,38946,2021-05-05
ΣΠΟΡΑΔΩΝ,504,74,149,0,103,223,3879,3879,1540,0,5419,2021-05-05
ΣΥΡΟΥ,1212,130,119,0,43,209,4505,4505,2063,0,6528,2021-05-05
ΤΗΝΟΥ,1213,1,71,0,12,72,2027,2027,1128,0,3155,2021-05-05
ΤΡΙΚΑΛΩΝ,505,690,552,0,537,1197,24642,24642,11009,0,35606,2021-05-05
ΦΘΙΩΤΙΔΑΣ,804,854,722,0,610,1526,27620,27620,11525,0,39095,2021-05-05
ΦΛΩΡΙΝΑΣ,304,159,475,0,159,604,12227,12227,6127,0,18324,2021-05-05
ΦΩΚΙΔΑΣ,805,266,255,0,218,471,6201,6201,3001,0,9152,2021-05-05
ΧΑΛΚΙΔΙΚΗΣ,207,613,611,0,547,1175,21371,21371,9353,0,30675,2021-05-05
ΧΑΝΙΩΝ,1304,859,889,0,693,1698,35054,35054,17194,0,52198,2021-05-05
ΧΙΟΥ,1105,279,172,0,193,401,9842,9843,3978,0,13771,2021-05-05
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,1297,834,0,97,2036,34083,34083,11278,0,45170,2021-05-06
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1215,1298,0,-22,2459,63212,63212,24230,0,87338,2021-05-06
ΑΝΔΡΟΥ,1201,118,77,0,-53,195,2628,2628,1198,0,3826,2021-05-06
ΑΡΓΟΛΙΔΑΣ,1001,532,652,0,-35,1089,20864,20864,9034,0,29708,2021-05-06
ΑΡΚΑΔΙΑΣ,1002,567,359,0,9,877,17403,17403,6940,0,24244,2021-05-06
ΑΡΤΑΣ,401,288,294,0,-23,532,11940,11940,7183,0,19028,2021-05-06
ΑΧΑΪΑΣ,702,2063,1297,0,369,3170,57958,57958,25703,0,83286,2021-05-06
ΒΟΙΩΤΙΑΣ,801,617,777,0,1,1299,26960,26960,10319,0,37089,2021-05-06
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,7766,2295,0,1143,9864,237704,237705,131831,0,369149,2021-05-06
ΓΡΕΒΕΝΩΝ,301,147,276,0,8,373,7942,7942,4425,0,12267,2021-05-06
ΔΡΑΜΑΣ,101,443,458,0,-72,856,17287,17287,8902,0,26094,2021-05-06
