area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations,date
ΠΑΡΟΥ,1210,0,12,0,-18,12,304,304,272,0,576,2021-02-26
ΠΕΙΡΑΙΩΣ,908,687,683,0,-2,1370,20928,20928,11681,0,32609,2021-02-26
ΠΕΛΛΑΣ,204,134,278,0,-39,412,6941,6941,3894,0,10835,2021-02-26
ΠΙΕΡΙΑΣ,205,72,197,0,-33,269,4709,4709,2850,0,7559,2021-02-26
ΠΡΕΒΕΖΑΣ,404,114,47,0,-6,161,2614,2614,994,0,3608,2021-02-26
ΡΕΘΥΜΝΟΥ,1303,163,33,0,-55,196,3966,3966,2217,0,6183,2021-02-26
ΡΟΔΟΠΗΣ,106,92,67,0,-40,159,3250,3250,1558,0,4808,2021-02-26
ΡΟΔΟΥ,1211,139,12,0,-17,151,4034,4034,1963,0,5997,2021-02-26
ΣΑΜΟΥ,1104,48,22,0,13,70,1342,1342,767,0,2109,2021-02-26
ΣΕΡΡΩΝ,206,250,135,0,-17,385,6764,6764,2445,0,9209,2021-02-26
ΣΠΟΡΑΔΩΝ,504,3,3,0,6,6,289,289,203,0,492,2021-02-26
ΣΥΡΟΥ,1212,3,27,0,6,30,931,931,708,0,1639,2021-02-26
ΤΗΝΟΥ,1213,0,6,0,-18,6,309,309,266,0,575,2021-02-26
ΤΡΙΚΑΛΩΝ,505,187,200,0,2,387,7179,7179,3465,0,10644,2021-02-26
ΦΘΙΩΤΙΔΑΣ,804,172,93,0,-47,265,5526,5526,2825,0,8351,2021-02-26
ΦΛΩΡΙΝΑΣ,304,53,73,0,-41,126,2404,2404,1457,0,3861,2021-02-26
ΦΩΚΙΔΑΣ,805,79,45,0,27,124,1673,1673,840,0,2513,2021-02-26
ΧΑΛΚΙΔΙΚΗΣ,207,192,74,0,-30,266,4451,4451,1795,0,6246,2021-02-26
ΧΑΝΙΩΝ,1304,196,327,0,-3,523,8741,8741,5630,0,14371,2021-02-26
ΧΙΟΥ,1105,81,38,0,-7,119,2716,2716,978,0,3694,2021-02-26
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,245,170,0,9,415,7060,7060,2987,0,10047,2021-02-27
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,309,527,0,-133,836,13692,13692,7572,0,21264,2021-02-27
ΑΝΔΡΟΥ,1201,0,0,0,-17,0,297,297,260,0,557,2021-02-27
ΑΡΓΟΛΙΔΑΣ,1001,167,87,0,-20,254,4479,4479,2625,0,7104,2021-02-27
ΑΡΚΑΔΙΑΣ,1002,146,121,0,-23,267,4498,4498,2534,0,7032,2021-02-27
ΑΡΤΑΣ,401,57,136,0,4,193,3931,3931,2598,0,6529,2021-02-27
ΑΧΑΪΑΣ,702,321,346,0,-44,667,12649,12649,8922,0,21571,2021-02-27
ΒΟΙΩΤΙΑΣ,801,207,100,0,-64,307,5675,5675,2397,0,8072,2021-02-27
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,2974,905,0,-753,3879,83515,83515,37789,0,121304,2021-02-27
ΓΡΕΒΕΝΩΝ,301,53,31,0,-40,84,1867,1867,861,0,2728,2021-02-27
ΔΡΑΜΑΣ,101,131,107,0,14,238,4503,4503,2552,0,7055,2021-02-27
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,121,39,0,-7,160,4290,4290,2862,0,7152,2021-02-27
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,353,724,0,104,1077,21506,21506,12622,0,34128,2021-02-27
ΕΒΡΟΥ,102,186,158,0,-23,344,8091,8091,4531,0,12622,2021-02-27
ΕΥΒΟΙΑΣ,802,253,167,0,-102,420,8597,8597,5415,0,14012,2021-02-27
ΕΥΡΥΤΑΝΙΑΣ,803,28,22,0,-22,50,1016,1016,613,0,1629,2021-02-27
ΖΑΚΥΝΘΟΥ,601,8,22,0,-28,30,1536,1536,1228,0,2764,2021-02-27
ΗΛΕΙΑΣ,703,122,116,0,-73,238,5196,5196,3406,0,8602,2021-02-27
ΗΜΑΘΙΑΣ,201,134,198,0,-37,332,6508,6508,3365,0,9873,2021-02-27
ΗΡΑΚΛΕΙΟΥ,1301,471,196,0,-15,667,13781,13781,8618,0,22399,2021-02-27
ΘΑΣΟΥ,103,4,32,0,6,36,434,434,375,0,809,2021-02-27
ΘΕΣΠΡΩΤΙΑΣ,402,59,58,0,-55,117,2902,2902,1790,0,4692,2021-02-27
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2131,1475,0,-21,3606,66190,66190,34259,0,100449,2021-02-27
ΘΗΡΑΣ,1202,2,4,0,0,6,398,398,309,0,707,2021-02-27
ΙΘΑΚΗΣ,602,60,0,0,60,60,188,188,3,0,191,2021-02-27
ΙΚΑΡΙΑΣ,1101,115,263,0,308,378,963,963,654,0,1617,2021-02-27
ΙΩΑΝΝΙΝΩΝ,403,248,239,0,-42,487,10760,10760,6730,0,17490,2021-02-27
ΚΑΒΑΛΑΣ,104,144,154,0,14,298,5726,5726,3431,0,9157,2021-02-27
ΚΑΛΥΜΝΟΥ,1203,28,2,0,-185,30,980,980,663,0,1643,2021-02-27
ΚΑΡΔΙΤΣΑΣ,501,339,114,0,-10,453,7048,7048,3610,0,10658,2021-02-27
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,278,278,245,0,523,2021-02-27
ΚΑΣΤΟΡΙΑΣ,302,76,72,0,-5,148,2896,2896,1610,0,4506,2021-02-27
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-02-27
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1527,2053,0,-430,3580,82000,82000,48931,0,130931,2021-02-27
ΚΕΡΚΥΡΑΣ,603,83,103,0,28,186,3987,3987,2763,0,6750,2021-02-27
ΚΕΦΑΛΛΗΝΙΑΣ,604,9,5,0,-59,14,2230,2230,1590,0,3820,2021-02-27
ΚΙΛΚΙΣ,203,78,53,0,-40,131,4237,4237,2362,0,6599,2021-02-27
ΚΟΖΑΝΗΣ,303,176,190,0,-19,366,6781,6781,3290,0,10071,2021-02-27
ΚΟΡΙΝΘΙΑΣ,1003,171,155,0,0,326,5264,5264,2380,0,7644,2021-02-27
ΚΩ,1206,44,2,0,-12,46,1688,1688,904,0,2592,2021-02-27
ΛΑΚΩΝΙΑΣ,1004,144,129,0,7,273,4729,4729,2629,0,7358,2021-02-27
ΛΑΡΙΣΑΣ,502,365,275,0,-48,640,12684,12684,6389,0,19073,2021-02-27
ΛΑΣΙΘΙΟΥ,1302,58,73,0,-74,131,4966,4966,3766,0,8732,2021-02-27
ΛΕΣΒΟΥ,1102,72,95,0,-4,167,3179,3179,2450,0,5629,2021-02-27
ΛΕΥΚΑΔΑΣ,605,58,42,0,-6,100,2087,2087,929,0,3016,2021-02-27
ΛΗΜΝΟΥ,1103,5,25,0,-12,30,817,817,706,0,1523,2021-02-27
ΜΑΓΝΗΣΙΑΣ,503,231,169,0,27,400,6982,6982,3657,0,10639,2021-02-27
ΜΕΣΣΗΝΙΑΣ,1005,183,225,0,-11,408,7278,7278,4281,0,11559,2021-02-27
ΜΗΛΟΥ,1207,1,16,0,-7,17,299,299,146,0,445,2021-02-27
ΜΥΚΟΝΟΥ,1208,5,1,0,6,6,170,170,143,0,313,2021-02-27
ΝΑΞΟΥ,1209,2,4,0,0,6,475,475,412,0,887,2021-02-27
ΝΗΣΩΝ,906,22,67,0,-58,89,2027,2027,1497,0,3524,2021-02-27
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,534,257,0,-3,791,13781,13781,5994,0,19775,2021-02-27
ΞΑΝΘΗΣ,105,135,52,0,-13,187,3549,3549,2039,0,5588,2021-02-27
ΠΑΡΟΥ,1210,0,6,0,-6,6,304,304,278,0,582,2021-02-27
ΠΕΙΡΑΙΩΣ,908,529,565,0,-276,1094,21457,21457,12246,0,33703,2021-02-27
ΠΕΛΛΑΣ,204,144,262,0,-6,406,7085,7085,4156,0,11241,2021-02-27
ΠΙΕΡΙΑΣ,205,66,186,0,-17,252,4775,4775,3036,0,7811,2021-02-27
ΠΡΕΒΕΖΑΣ,404,117,38,0,-6,155,2731,2731,1032,0,3763,2021-02-27
ΡΕΘΥΜΝΟΥ,1303,98,44,0,-54,142,4064,4064,2261,0,6325,2021-02-27
ΡΟΔΟΠΗΣ,106,78,52,0,-29,130,3328,3328,1610,0,4938,2021-02-27
ΡΟΔΟΥ,1211,116,100,0,65,216,4150,4150,2063,0,6213,2021-02-27
ΣΑΜΟΥ,1104,46,30,0,6,76,1388,1388,797,0,2185,2021-02-27
ΣΕΡΡΩΝ,206,273,126,0,14,399,7037,7037,2571,0,9608,2021-02-27
ΣΠΟΡΑΔΩΝ,504,0,0,0,-6,0,289,289,203,0,492,2021-02-27
ΣΥΡΟΥ,1212,2,52,0,24,54,933,933,760,0,1693,2021-02-27
ΤΗΝΟΥ,1213,0,6,0,0,6,309,309,272,0,581,2021-02-27
ΤΡΙΚΑΛΩΝ,505,200,171,0,-16,371,7379,7379,3636,0,11015,2021-02-27
ΦΘΙΩΤΙΔΑΣ,804,177,70,0,-18,247,5703,5703,2895,0,8598,2021-02-27
ΦΛΩΡΙΝΑΣ,304,69,47,0,-10,116,2473,2473,1504,0,3977,2021-02-27
ΦΩΚΙΔΑΣ,805,39,45,0,-40,84,1712,1712,885,0,2597,2021-02-27
ΧΑΛΚΙΔΙΚΗΣ,207,184,51,0,-31,235,4635,4635,1846,0,6481,2021-02-27
ΧΑΝΙΩΝ,1304,205,266,0,-52,471,8946,8946,5896,0,14842,2021-02-27
ΧΙΟΥ,1105,56,28,0,-35,84,2772,2772,1006,0,3778,2021-02-27
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,321,152,0,58,473,7381,7381,3139,0,10520,2021-03-01
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,543,446,0,153,989,14235,14235,8018,0,22253,2021-03-01
ΑΝΔΡΟΥ,1201,0,0,0,0,0,297,297,260,0,557,2021-03-01
ΑΡΓΟΛΙΔΑΣ,1001,181,94,0,21,275,4660,4660,2719,0,7379,2021-03-01
ΑΡΚΑΔΙΑΣ,1002,204,77,0,14,281,4702,4702,2611,0,7313,2021-03-01
ΑΡΤΑΣ,401,63,114,0,-16,177,3994,3994,2712,0,6706,2021-03-01
ΑΧΑΪΑΣ,702,526,199,0,58,725,13175,13175,9121,0,22296,2021-03-01
ΒΟΙΩΤΙΑΣ,801,369,88,0,150,457,6044,6044,2485,0,8529,2021-03-01
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3313,1218,0,652,4531,86828,86828,39007,0,125835,2021-03-01
ΓΡΕΒΕΝΩΝ,301,66,70,0,52,136,1933,1933,931,0,2864,2021-03-01
ΔΡΑΜΑΣ,101,160,155,0,77,315,4663,4663,2707,0,7370,2021-03-01
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,319,21,0,180,340,4609,4609,2883,0,7492,2021-03-01
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,475,1009,0,407,1484,21981,21981,13631,0,35612,2021-03-01
ΕΒΡΟΥ,102,320,178,0,154,498,8411,8411,4709,0,13120,2021-03-01
ΕΥΒΟΙΑΣ,802,445,98,0,123,543,9042,9042,5513,0,14555,2021-03-01
ΕΥΡΥΤΑΝΙΑΣ,803,38,14,0,2,52,1054,1054,627,0,1681,2021-03-01
ΖΑΚΥΝΘΟΥ,601,37,28,0,35,65,1573,1573,1256,0,2829,2021-03-01
ΗΛΕΙΑΣ,703,302,64,0,128,366,5498,5498,3470,0,8968,2021-03-01
ΗΜΑΘΙΑΣ,201,205,194,0,67,399,6713,6713,3559,0,10272,2021-03-01
ΗΡΑΚΛΕΙΟΥ,1301,569,155,0,57,724,14350,14350,8773,0,23123,2021-03-01
ΘΑΣΟΥ,103,3,21,0,-12,24,437,437,396,0,833,2021-03-01
ΘΕΣΠΡΩΤΙΑΣ,402,85,147,0,115,232,2987,2987,1937,0,4924,2021-03-01
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2549,1523,0,466,4072,68739,68739,35782,0,104521,2021-03-01
ΘΗΡΑΣ,1202,29,7,0,30,36,427,427,316,0,743,2021-03-01
ΙΘΑΚΗΣ,602,54,0,0,-6,54,242,242,3,0,245,2021-03-01
ΙΚΑΡΙΑΣ,1101,82,3,0,-293,85,1045,1045,657,0,1702,2021-03-01
ΙΩΑΝΝΙΝΩΝ,403,306,211,0,30,517,11066,11066,6941,0,18007,2021-03-01
ΚΑΒΑΛΑΣ,104,148,184,0,34,332,5874,5874,3615,0,9489,2021-03-01
ΚΑΛΥΜΝΟΥ,1203,54,7,0,31,61,1034,1034,670,0,1704,2021-03-01
ΚΑΡΔΙΤΣΑΣ,501,388,90,0,25,478,7436,7436,3700,0,11136,2021-03-01
ΚΑΡΠΑΘΟΥ,1204,11,1,0,12,12,289,289,246,0,535,2021-03-01
ΚΑΣΤΟΡΙΑΣ,302,113,103,0,68,216,3009,3009,1713,0,4722,2021-03-01
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-03-01
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2437,2362,0,1219,4799,84437,84437,51293,0,135730,2021-03-01
ΚΕΡΚΥΡΑΣ,603,201,91,0,106,292,4188,4188,2854,0,7042,2021-03-01
ΚΕΦΑΛΛΗΝΙΑΣ,604,192,13,0,191,205,2422,2422,1603,0,4025,2021-03-01
ΚΙΛΚΙΣ,203,133,135,0,137,268,4370,4370,2497,0,6867,2021-03-01
ΚΟΖΑΝΗΣ,303,261,231,0,126,492,7042,7042,3521,0,10563,2021-03-01
ΚΟΡΙΝΘΙΑΣ,1003,253,119,0,46,372,5517,5517,2499,0,8016,2021-03-01
ΚΩ,1206,127,3,0,84,130,1815,1815,907,0,2722,2021-03-01
ΛΑΚΩΝΙΑΣ,1004,197,97,0,21,294,4926,4926,2726,0,7652,2021-03-01
ΛΑΡΙΣΑΣ,502,543,202,0,105,745,13227,13227,6591,0,19818,2021-03-01
ΛΑΣΙΘΙΟΥ,1302,142,51,0,62,193,5108,5108,3817,0,8925,2021-03-01
ΛΕΣΒΟΥ,1102,130,61,0,24,191,3309,3309,2511,0,5820,2021-03-01
ΛΕΥΚΑΔΑΣ,605,96,32,0,28,128,2183,2183,961,0,3144,2021-03-01
ΛΗΜΝΟΥ,1103,26,16,0,12,42,843,843,722,0,1565,2021-03-01
ΜΑΓΝΗΣΙΑΣ,503,352,166,0,118,518,7334,7334,3823,0,11157,2021-03-01
ΜΕΣΣΗΝΙΑΣ,1005,238,195,0,25,433,7516,7516,4476,0,11992,2021-03-01
ΜΗΛΟΥ,1207,0,26,0,9,26,299,299,172,0,471,2021-03-01
ΜΥΚΟΝΟΥ,1208,0,0,0,-6,0,170,170,143,0,313,2021-03-01
ΝΑΞΟΥ,1209,29,1,0,24,30,504,504,413,0,917,2021-03-01
ΝΗΣΩΝ,906,79,45,0,35,124,2106,2106,1542,0,3648,2021-03-01
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,587,343,0,139,930,14368,14368,6337,0,20705,2021-03-01
ΞΑΝΘΗΣ,105,133,94,0,40,227,3682,3682,2133,0,5815,2021-03-01
ΠΑΡΟΥ,1210,0,6,0,0,6,304,304,284,0,588,2021-03-01
ΠΕΙΡΑΙΩΣ,908,738,694,0,338,1432,22195,22195,12940,0,35135,2021-03-01
ΠΕΛΛΑΣ,204,256,252,0,102,508,7341,7341,4408,0,11749,2021-03-01
ΠΙΕΡΙΑΣ,205,116,178,0,42,294,4891,4891,3214,0,8105,2021-03-01
ΠΡΕΒΕΖΑΣ,404,167,27,0,39,194,2898,2898,1059,0,3957,2021-03-01
ΡΕΘΥΜΝΟΥ,1303,220,35,0,113,255,4284,4284,2296,0,6580,2021-03-01
ΡΟΔΟΠΗΣ,106,134,88,0,92,222,3462,3462,1698,0,5160,2021-03-01
ΡΟΔΟΥ,1211,113,127,0,24,240,4263,4263,2190,0,6453,2021-03-01
ΣΑΜΟΥ,1104,70,33,0,27,103,1458,1458,830,0,2288,2021-03-01
ΣΕΡΡΩΝ,206,326,163,0,90,489,7363,7363,2734,0,10097,2021-03-01
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,289,289,203,0,492,2021-03-01
ΣΥΡΟΥ,1212,4,44,0,-6,48,937,937,804,0,1741,2021-03-01
ΤΗΝΟΥ,1213,0,6,0,0,6,309,309,278,0,587,2021-03-01
ΤΡΙΚΑΛΩΝ,505,216,201,0,46,417,7595,7595,3837,0,11432,2021-03-01
ΦΘΙΩΤΙΔΑΣ,804,228,108,0,89,336,5931,5931,3003,0,8934,2021-03-01
ΦΛΩΡΙΝΑΣ,304,135,42,0,61,177,2608,2608,1546,0,4154,2021-03-01
ΦΩΚΙΔΑΣ,805,76,43,0,35,119,1788,1788,928,0,2716,2021-03-01
ΧΑΛΚΙΔΙΚΗΣ,207,236,166,0,167,402,4871,4871,2012,0,6883,2021-03-01
ΧΑΝΙΩΝ,1304,287,259,0,75,546,9233,9233,6155,0,15388,2021-03-01
ΧΙΟΥ,1105,123,63,0,102,186,2895,2895,1069,0,3964,2021-03-01
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,360,154,0,41,514,7741,7741,3293,0,11034,2021-03-02
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,554,450,0,15,1004,14789,14789,8468,0,23257,2021-03-02
ΑΝΔΡΟΥ,1201,0,1,0,1,1,297,297,261,0,558,2021-03-02
ΑΡΓΟΛΙΔΑΣ,1001,199,43,0,-33,242,4859,4859,2762,0,7621,2021-03-02
ΑΡΚΑΔΙΑΣ,1002,180,56,0,-45,236,4882,4882,2667,0,7549,2021-03-02
ΑΡΤΑΣ,401,64,102,0,-11,166,4058,4058,2814,0,6872,2021-03-02
ΑΧΑΪΑΣ,702,622,141,0,38,763,13797,13797,9262,0,23059,2021-03-02
ΒΟΙΩΤΙΑΣ,801,416,51,0,10,467,6460,6460,2536,0,8996,2021-03-02
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3424,1301,0,194,4725,90252,90252,40308,0,130560,2021-03-02
ΓΡΕΒΕΝΩΝ,301,62,64,0,-10,126,1995,1995,995,0,2990,2021-03-02
ΔΡΑΜΑΣ,101,108,135,0,-72,243,4771,4771,2842,0,7613,2021-03-02
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,370,8,0,38,378,4979,4979,2891,0,7870,2021-03-02
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,468,994,0,-22,1462,22449,22449,14625,0,37074,2021-03-02
ΕΒΡΟΥ,102,328,154,0,-16,482,8739,8739,4863,0,13602,2021-03-02
ΕΥΒΟΙΑΣ,802,576,59,0,92,635,9618,9618,5572,0,15190,2021-03-02
ΕΥΡΥΤΑΝΙΑΣ,803,53,8,0,9,61,1107,1107,635,0,1742,2021-03-02
ΖΑΚΥΝΘΟΥ,601,73,11,0,19,84,1646,1646,1267,0,2913,2021-03-02
ΗΛΕΙΑΣ,703,293,54,0,-19,347,5791,5791,3524,0,9315,2021-03-02
ΗΜΑΘΙΑΣ,201,206,188,0,-5,394,6919,6919,3747,0,10666,2021-03-02
ΗΡΑΚΛΕΙΟΥ,1301,617,89,0,-18,706,14967,14967,8862,0,23829,2021-03-02
ΘΑΣΟΥ,103,3,15,0,-6,18,440,440,411,0,851,2021-03-02
ΘΕΣΠΡΩΤΙΑΣ,402,160,90,0,18,250,3147,3147,2027,0,5174,2021-03-02
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2810,1342,0,80,4152,71549,71549,37124,0,108673,2021-03-02
ΘΗΡΑΣ,1202,30,0,0,-6,30,457,457,316,0,773,2021-03-02
ΙΘΑΚΗΣ,602,60,0,0,6,60,302,302,3,0,305,2021-03-02
ΙΚΑΡΙΑΣ,1101,53,2,0,-30,55,1098,1098,659,0,1757,2021-03-02
ΙΩΑΝΝΙΝΩΝ,403,304,206,0,-7,510,11370,11370,7147,0,18517,2021-03-02
ΚΑΒΑΛΑΣ,104,138,179,0,-15,317,6012,6012,3794,0,9806,2021-03-02
ΚΑΛΥΜΝΟΥ,1203,35,0,0,-26,35,1069,1069,670,0,1739,2021-03-02
ΚΑΡΔΙΤΣΑΣ,501,361,56,0,-61,417,7797,7797,3756,0,11553,2021-03-02
ΚΑΡΠΑΘΟΥ,1204,30,0,0,18,30,319,319,246,0,565,2021-03-02
ΚΑΣΤΟΡΙΑΣ,302,121,103,0,8,224,3130,3130,1816,0,4946,2021-03-02
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-03-02
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2406,2297,0,-96,4703,86843,86843,53590,0,140433,2021-03-02
ΚΕΡΚΥΡΑΣ,603,204,97,0,9,301,4392,4392,2951,0,7343,2021-03-02
ΚΕΦΑΛΛΗΝΙΑΣ,604,159,1,0,-45,160,2581,2581,1604,0,4185,2021-03-02
ΚΙΛΚΙΣ,203,229,112,0,73,341,4599,4599,2609,0,7208,2021-03-02
ΚΟΖΑΝΗΣ,303,268,211,0,-13,479,7310,7310,3732,0,11042,2021-03-02
ΚΟΡΙΝΘΙΑΣ,1003,204,143,0,-25,347,5721,5721,2642,0,8363,2021-03-02
ΚΩ,1206,150,4,0,24,154,1965,1965,911,0,2876,2021-03-02
ΛΑΚΩΝΙΑΣ,1004,243,18,0,-33,261,5169,5169,2744,0,7913,2021-03-02
ΛΑΡΙΣΑΣ,502,416,242,0,-87,658,13643,13643,6833,0,20476,2021-03-02
ΛΑΣΙΘΙΟΥ,1302,334,19,0,160,353,5442,5442,3836,0,9278,2021-03-02
ΛΕΣΒΟΥ,1102,180,17,0,6,197,3489,3489,2528,0,6017,2021-03-02
ΛΕΥΚΑΔΑΣ,605,205,250,0,327,455,2388,2388,1211,0,3599,2021-03-02
ΛΗΜΝΟΥ,1103,39,9,0,6,48,882,882,731,0,1613,2021-03-02
ΜΑΓΝΗΣΙΑΣ,503,385,114,0,-19,499,7719,7719,3937,0,11656,2021-03-02
ΜΕΣΣΗΝΙΑΣ,1005,240,150,0,-43,390,7756,7756,4626,0,12382,2021-03-02
ΜΗΛΟΥ,1207,2,6,0,-18,8,301,301,178,0,479,2021-03-02
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,170,170,143,0,313,2021-03-02
ΝΑΞΟΥ,1209,25,5,0,0,30,529,529,418,0,947,2021-03-02
ΝΗΣΩΝ,906,94,32,0,2,126,2200,2200,1574,0,3774,2021-03-02
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,562,407,0,39,969,14930,14930,6744,0,21674,2021-03-02
ΞΑΝΘΗΣ,105,160,80,0,13,240,3842,3842,2213,0,6055,2021-03-02
ΠΑΡΟΥ,1210,0,0,0,-6,0,304,304,284,0,588,2021-03-02
ΠΕΙΡΑΙΩΣ,908,905,555,0,28,1460,23100,23100,13495,0,36595,2021-03-02
ΠΕΛΛΑΣ,204,256,182,0,-70,438,7597,7597,4590,0,12187,2021-03-02
ΠΙΕΡΙΑΣ,205,152,141,0,-1,293,5043,5043,3355,0,8398,2021-03-02
ΠΡΕΒΕΖΑΣ,404,178,14,0,-2,192,3076,3076,1073,0,4149,2021-03-02
ΡΕΘΥΜΝΟΥ,1303,285,31,0,61,316,4569,4569,2327,0,6896,2021-03-02
ΡΟΔΟΠΗΣ,106,141,67,0,-14,208,3603,3603,1765,0,5368,2021-03-02
ΡΟΔΟΥ,1211,174,72,0,6,246,4437,4437,2262,0,6699,2021-03-02
ΣΑΜΟΥ,1104,84,29,0,10,113,1542,1542,859,0,2401,2021-03-02
ΣΕΡΡΩΝ,206,302,139,0,-48,441,7665,7665,2873,0,10538,2021-03-02
ΣΠΟΡΑΔΩΝ,504,18,0,0,18,18,307,307,203,0,510,2021-03-02
ΣΥΡΟΥ,1212,23,31,0,6,54,960,960,835,0,1795,2021-03-02
ΤΗΝΟΥ,1213,5,1,0,0,6,314,314,279,0,593,2021-03-02
ΤΡΙΚΑΛΩΝ,505,230,184,0,-3,414,7825,7825,4021,0,11846,2021-03-02
ΦΘΙΩΤΙΔΑΣ,804,244,92,0,0,336,6175,6175,3095,0,9270,2021-03-02
ΦΛΩΡΙΝΑΣ,304,160,31,0,14,191,2768,2768,1577,0,4345,2021-03-02
ΦΩΚΙΔΑΣ,805,84,16,0,-19,100,1872,1872,944,0,2816,2021-03-02
ΧΑΛΚΙΔΙΚΗΣ,207,333,132,0,63,465,5204,5204,2144,0,7348,2021-03-02
ΧΑΝΙΩΝ,1304,378,224,0,56,602,9611,9611,6379,0,15990,2021-03-02
ΧΙΟΥ,1105,149,55,0,18,204,3044,3044,1124,0,4168,2021-03-02
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,362,136,0,-16,498,8103,8103,3429,0,11532,2021-03-03
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,703,266,0,-35,969,15492,15492,8734,0,24226,2021-03-03
ΑΝΔΡΟΥ,1201,0,0,0,-1,0,297,297,261,0,558,2021-03-03
ΑΡΓΟΛΙΔΑΣ,1001,205,14,0,-23,219,5064,5064,2776,0,7840,2021-03-03
ΑΡΚΑΔΙΑΣ,1002,182,32,0,-22,214,5064,5064,2699,0,7763,2021-03-03
ΑΡΤΑΣ,401,104,47,0,-15,151,4162,4162,2861,0,7023,2021-03-03
ΑΧΑΪΑΣ,702,639,101,0,-23,740,14436,14436,9363,0,23799,2021-03-03
ΒΟΙΩΤΙΑΣ,801,422,25,0,-20,447,6882,6882,2561,0,9443,2021-03-03
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3419,586,0,-720,4005,93671,93671,40894,0,134565,2021-03-03
ΓΡΕΒΕΝΩΝ,301,50,69,0,-7,119,2045,2045,1064,0,3109,2021-03-03
ΔΡΑΜΑΣ,101,177,91,0,25,268,4948,4948,2933,0,7881,2021-03-03
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,374,14,0,10,388,5353,5353,2905,0,8258,2021-03-03
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,664,782,0,-16,1446,23113,23113,15407,0,38520,2021-03-03
ΕΒΡΟΥ,102,402,74,0,-6,476,9141,9141,4937,0,14078,2021-03-03
ΕΥΒΟΙΑΣ,802,585,23,0,-27,608,10203,10203,5595,0,15798,2021-03-03
ΕΥΡΥΤΑΝΙΑΣ,803,46,6,0,-9,52,1153,1153,641,0,1794,2021-03-03
ΖΑΚΥΝΘΟΥ,601,87,8,0,11,95,1733,1733,1275,0,3008,2021-03-03
ΗΛΕΙΑΣ,703,331,27,0,11,358,6122,6122,3551,0,9673,2021-03-03
ΗΜΑΘΙΑΣ,201,228,137,0,-29,365,7147,7147,3884,0,11031,2021-03-03
ΗΡΑΚΛΕΙΟΥ,1301,650,84,0,28,734,15617,15617,8946,0,24563,2021-03-03
ΘΑΣΟΥ,103,0,6,0,-12,6,440,440,417,0,857,2021-03-03
ΘΕΣΠΡΩΤΙΑΣ,402,190,62,0,2,252,3337,3337,2089,0,5426,2021-03-03
