TIME,GEO,UNIT,Value,Year,Week,Week num
2020W47,"Peiraias, Nisoi",Number,122,2020,W47,47
2020W48,"Peiraias, Nisoi",Number,138,2020,W48,48
2020W49,"Peiraias, Nisoi",Number,146,2020,W49,49
2020W50,"Peiraias, Nisoi",Number,141,2020,W50,50
2020W51,"Peiraias, Nisoi",Number,129,2020,W51,51
2020W52,"Peiraias, Nisoi",Number,114,2020,W52,52
2020W53,"Peiraias, Nisoi",Number,112,2020,W53,53
2020W99,"Peiraias, Nisoi",Number,:,2020,W99,99
2021W01,"Peiraias, Nisoi",Number,:,2021,W01,1
2021W02,"Peiraias, Nisoi",Number,:,2021,W02,2
2021W03,"Peiraias, Nisoi",Number,:,2021,W03,3
2021W04,"Peiraias, Nisoi",Number,:,2021,W04,4
2021W05,"Peiraias, Nisoi",Number,:,2021,W05,5
2021W06,"Peiraias, Nisoi",Number,:,2021,W06,6
2021W07,"Peiraias, Nisoi",Number,:,2021,W07,7
2021W08,"Peiraias, Nisoi",Number,:,2021,W08,8
2021W09,"Peiraias, Nisoi",Number,:,2021,W09,9
2021W10,"Peiraias, Nisoi",Number,:,2021,W10,10
2021W99,"Peiraias, Nisoi",Number,:,2021,W99,99
2016W01,"Nisia Aigaiou, Kriti",Number,242,2016,W01,1
2016W02,"Nisia Aigaiou, Kriti",Number,237,2016,W02,2
2016W03,"Nisia Aigaiou, Kriti",Number,232,2016,W03,3
2016W04,"Nisia Aigaiou, Kriti",Number,257,2016,W04,4
2016W05,"Nisia Aigaiou, Kriti",Number,248,2016,W05,5
2016W06,"Nisia Aigaiou, Kriti",Number,275,2016,W06,6
2016W07,"Nisia Aigaiou, Kriti",Number,261,2016,W07,7
2016W08,"Nisia Aigaiou, Kriti",Number,188,2016,W08,8
2016W09,"Nisia Aigaiou, Kriti",Number,224,2016,W09,9
2016W10,"Nisia Aigaiou, Kriti",Number,196,2016,W10,10
2016W11,"Nisia Aigaiou, Kriti",Number,218,2016,W11,11
2016W12,"Nisia Aigaiou, Kriti",Number,212,2016,W12,12
2016W13,"Nisia Aigaiou, Kriti",Number,220,2016,W13,13
2016W14,"Nisia Aigaiou, Kriti",Number,221,2016,W14,14
2016W15,"Nisia Aigaiou, Kriti",Number,203,2016,W15,15
2016W16,"Nisia Aigaiou, Kriti",Number,209,2016,W16,16
2016W17,"Nisia Aigaiou, Kriti",Number,218,2016,W17,17
2016W18,"Nisia Aigaiou, Kriti",Number,194,2016,W18,18
2016W19,"Nisia Aigaiou, Kriti",Number,186,2016,W19,19
2016W20,"Nisia Aigaiou, Kriti",Number,180,2016,W20,20
2016W21,"Nisia Aigaiou, Kriti",Number,188,2016,W21,21
2016W22,"Nisia Aigaiou, Kriti",Number,213,2016,W22,22
2016W23,"Nisia Aigaiou, Kriti",Number,190,2016,W23,23
2016W24,"Nisia Aigaiou, Kriti",Number,203,2016,W24,24
2016W25,"Nisia Aigaiou, Kriti",Number,278,2016,W25,25
2016W26,"Nisia Aigaiou, Kriti",Number,206,2016,W26,26
2016W27,"Nisia Aigaiou, Kriti",Number,214,2016,W27,27
2016W28,"Nisia Aigaiou, Kriti",Number,201,2016,W28,28
2016W29,"Nisia Aigaiou, Kriti",Number,186,2016,W29,29
2016W30,"Nisia Aigaiou, Kriti",Number,220,2016,W30,30
2016W31,"Nisia Aigaiou, Kriti",Number,242,2016,W31,31
2016W32,"Nisia Aigaiou, Kriti",Number,206,2016,W32,32
2016W33,"Nisia Aigaiou, Kriti",Number,223,2016,W33,33
2016W34,"Nisia Aigaiou, Kriti",Number,206,2016,W34,34
2016W35,"Nisia Aigaiou, Kriti",Number,172,2016,W35,35
2016W36,"Nisia Aigaiou, Kriti",Number,182,2016,W36,36
2016W37,"Nisia Aigaiou, Kriti",Number,176,2016,W37,37
2016W38,"Nisia Aigaiou, Kriti",Number,183,2016,W38,38
2016W39,"Nisia Aigaiou, Kriti",Number,168,2016,W39,39
2016W40,"Nisia Aigaiou, Kriti",Number,181,2016,W40,40
2016W41,"Nisia Aigaiou, Kriti",Number,185,2016,W41,41
2016W42,"Nisia Aigaiou, Kriti",Number,172,2016,W42,42
2016W43,"Nisia Aigaiou, Kriti",Number,193,2016,W43,43
2016W44,"Nisia Aigaiou, Kriti",Number,191,2016,W44,44
2016W45,"Nisia Aigaiou, Kriti",Number,233,2016,W45,45
2016W46,"Nisia Aigaiou, Kriti",Number,196,2016,W46,46
2016W47,"Nisia Aigaiou, Kriti",Number,210,2016,W47,47
2016W48,"Nisia Aigaiou, Kriti",Number,233,2016,W48,48
2016W49,"Nisia Aigaiou, Kriti",Number,254,2016,W49,49
2016W50,"Nisia Aigaiou, Kriti",Number,247,2016,W50,50
2016W51,"Nisia Aigaiou, Kriti",Number,256,2016,W51,51
2016W52,"Nisia Aigaiou, Kriti",Number,267,2016,W52,52
2016W99,"Nisia Aigaiou, Kriti",Number,:,2016,W99,99
2017W01,"Nisia Aigaiou, Kriti",Number,292,2017,W01,1
2017W02,"Nisia Aigaiou, Kriti",Number,343,2017,W02,2
2017W03,"Nisia Aigaiou, Kriti",Number,288,2017,W03,3
2017W04,"Nisia Aigaiou, Kriti",Number,302,2017,W04,4
2017W05,"Nisia Aigaiou, Kriti",Number,319,2017,W05,5
2017W06,"Nisia Aigaiou, Kriti",Number,315,2017,W06,6
2017W07,"Nisia Aigaiou, Kriti",Number,275,2017,W07,7
2017W08,"Nisia Aigaiou, Kriti",Number,241,2017,W08,8
2017W09,"Nisia Aigaiou, Kriti",Number,245,2017,W09,9
2017W10,"Nisia Aigaiou, Kriti",Number,255,2017,W10,10
2017W11,"Nisia Aigaiou, Kriti",Number,243,2017,W11,11
2017W12,"Nisia Aigaiou, Kriti",Number,250,2017,W12,12
2017W13,"Nisia Aigaiou, Kriti",Number,214,2017,W13,13
2017W14,"Nisia Aigaiou, Kriti",Number,210,2017,W14,14
2017W15,"Nisia Aigaiou, Kriti",Number,212,2017,W15,15
2017W16,"Nisia Aigaiou, Kriti",Number,243,2017,W16,16
2017W17,"Nisia Aigaiou, Kriti",Number,212,2017,W17,17
2017W18,"Nisia Aigaiou, Kriti",Number,198,2017,W18,18
2017W19,"Nisia Aigaiou, Kriti",Number,209,2017,W19,19
2017W20,"Nisia Aigaiou, Kriti",Number,190,2017,W20,20
2017W21,"Nisia Aigaiou, Kriti",Number,169,2017,W21,21
2017W22,"Nisia Aigaiou, Kriti",Number,201,2017,W22,22
2017W23,"Nisia Aigaiou, Kriti",Number,219,2017,W23,23
2017W24,"Nisia Aigaiou, Kriti",Number,164,2017,W24,24
2017W25,"Nisia Aigaiou, Kriti",Number,189,2017,W25,25
2017W26,"Nisia Aigaiou, Kriti",Number,276,2017,W26,26
2017W27,"Nisia Aigaiou, Kriti",Number,264,2017,W27,27
2017W28,"Nisia Aigaiou, Kriti",Number,240,2017,W28,28
2017W29,"Nisia Aigaiou, Kriti",Number,187,2017,W29,29
2017W30,"Nisia Aigaiou, Kriti",Number,217,2017,W30,30
2017W31,"Nisia Aigaiou, Kriti",Number,213,2017,W31,31
2017W32,"Nisia Aigaiou, Kriti",Number,233,2017,W32,32
2017W33,"Nisia Aigaiou, Kriti",Number,207,2017,W33,33
2017W34,"Nisia Aigaiou, Kriti",Number,202,2017,W34,34
2017W35,"Nisia Aigaiou, Kriti",Number,164,2017,W35,35
2017W36,"Nisia Aigaiou, Kriti",Number,217,2017,W36,36
2017W37,"Nisia Aigaiou, Kriti",Number,199,2017,W37,37
2017W38,"Nisia Aigaiou, Kriti",Number,159,2017,W38,38
2017W39,"Nisia Aigaiou, Kriti",Number,179,2017,W39,39
2017W40,"Nisia Aigaiou, Kriti",Number,198,2017,W40,40
2017W41,"Nisia Aigaiou, Kriti",Number,197,2017,W41,41
2017W42,"Nisia Aigaiou, Kriti",Number,175,2017,W42,42
2017W43,"Nisia Aigaiou, Kriti",Number,204,2017,W43,43
2017W44,"Nisia Aigaiou, Kriti",Number,212,2017,W44,44
2017W45,"Nisia Aigaiou, Kriti",Number,228,2017,W45,45
2017W46,"Nisia Aigaiou, Kriti",Number,212,2017,W46,46
2017W47,"Nisia Aigaiou, Kriti",Number,190,2017,W47,47
2017W48,"Nisia Aigaiou, Kriti",Number,227,2017,W48,48
2017W49,"Nisia Aigaiou, Kriti",Number,198,2017,W49,49
2017W50,"Nisia Aigaiou, Kriti",Number,214,2017,W50,50
2017W51,"Nisia Aigaiou, Kriti",Number,224,2017,W51,51
2017W52,"Nisia Aigaiou, Kriti",Number,228,2017,W52,52
2017W99,"Nisia Aigaiou, Kriti",Number,:,2017,W99,99
2018W01,"Nisia Aigaiou, Kriti",Number,217,2018,W01,1
2018W02,"Nisia Aigaiou, Kriti",Number,222,2018,W02,2
2018W03,"Nisia Aigaiou, Kriti",Number,207,2018,W03,3
2018W04,"Nisia Aigaiou, Kriti",Number,264,2018,W04,4
2018W05,"Nisia Aigaiou, Kriti",Number,213,2018,W05,5
2018W06,"Nisia Aigaiou, Kriti",Number,245,2018,W06,6
2018W07,"Nisia Aigaiou, Kriti",Number,250,2018,W07,7
2018W08,"Nisia Aigaiou, Kriti",Number,222,2018,W08,8
2018W09,"Nisia Aigaiou, Kriti",Number,248,2018,W09,9
2018W10,"Nisia Aigaiou, Kriti",Number,233,2018,W10,10
2018W11,"Nisia Aigaiou, Kriti",Number,226,2018,W11,11
2018W12,"Nisia Aigaiou, Kriti",Number,218,2018,W12,12
2018W13,"Nisia Aigaiou, Kriti",Number,218,2018,W13,13
2018W14,"Nisia Aigaiou, Kriti",Number,220,2018,W14,14
2018W15,"Nisia Aigaiou, Kriti",Number,215,2018,W15,15
2018W16,"Nisia Aigaiou, Kriti",Number,202,2018,W16,16
2018W17,"Nisia Aigaiou, Kriti",Number,208,2018,W17,17
2018W18,"Nisia Aigaiou, Kriti",Number,214,2018,W18,18
2018W19,"Nisia Aigaiou, Kriti",Number,190,2018,W19,19
2018W20,"Nisia Aigaiou, Kriti",Number,200,2018,W20,20
2018W21,"Nisia Aigaiou, Kriti",Number,180,2018,W21,21
2018W22,"Nisia Aigaiou, Kriti",Number,199,2018,W22,22
2018W23,"Nisia Aigaiou, Kriti",Number,211,2018,W23,23
2018W24,"Nisia Aigaiou, Kriti",Number,207,2018,W24,24
2018W25,"Nisia Aigaiou, Kriti",Number,208,2018,W25,25
2018W26,"Nisia Aigaiou, Kriti",Number,159,2018,W26,26
2018W27,"Nisia Aigaiou, Kriti",Number,243,2018,W27,27
2018W28,"Nisia Aigaiou, Kriti",Number,215,2018,W28,28
2018W29,"Nisia Aigaiou, Kriti",Number,229,2018,W29,29
2018W30,"Nisia Aigaiou, Kriti",Number,221,2018,W30,30
2018W31,"Nisia Aigaiou, Kriti",Number,220,2018,W31,31
2018W32,"Nisia Aigaiou, Kriti",Number,225,2018,W32,32
2018W33,"Nisia Aigaiou, Kriti",Number,218,2018,W33,33
2018W34,"Nisia Aigaiou, Kriti",Number,176,2018,W34,34
2018W35,"Nisia Aigaiou, Kriti",Number,180,2018,W35,35
2018W36,"Nisia Aigaiou, Kriti",Number,190,2018,W36,36
2018W37,"Nisia Aigaiou, Kriti",Number,185,2018,W37,37
2018W38,"Nisia Aigaiou, Kriti",Number,175,2018,W38,38
2018W39,"Nisia Aigaiou, Kriti",Number,163,2018,W39,39
2018W40,"Nisia Aigaiou, Kriti",Number,188,2018,W40,40
2018W41,"Nisia Aigaiou, Kriti",Number,197,2018,W41,41
2018W42,"Nisia Aigaiou, Kriti",Number,227,2018,W42,42
2018W43,"Nisia Aigaiou, Kriti",Number,226,2018,W43,43
2018W44,"Nisia Aigaiou, Kriti",Number,202,2018,W44,44
2018W45,"Nisia Aigaiou, Kriti",Number,207,2018,W45,45
2018W46,"Nisia Aigaiou, Kriti",Number,214,2018,W46,46
2018W47,"Nisia Aigaiou, Kriti",Number,202,2018,W47,47
2018W48,"Nisia Aigaiou, Kriti",Number,242,2018,W48,48
2018W49,"Nisia Aigaiou, Kriti",Number,228,2018,W49,49
2018W50,"Nisia Aigaiou, Kriti",Number,219,2018,W50,50
2018W51,"Nisia Aigaiou, Kriti",Number,232,2018,W51,51
2018W52,"Nisia Aigaiou, Kriti",Number,264,2018,W52,52
2018W99,"Nisia Aigaiou, Kriti",Number,:,2018,W99,99
2019W01,"Nisia Aigaiou, Kriti",Number,256,2019,W01,1
2019W02,"Nisia Aigaiou, Kriti",Number,300,2019,W02,2
2019W03,"Nisia Aigaiou, Kriti",Number,265,2019,W03,3
2019W04,"Nisia Aigaiou, Kriti",Number,286,2019,W04,4
2019W05,"Nisia Aigaiou, Kriti",Number,272,2019,W05,5
2019W06,"Nisia Aigaiou, Kriti",Number,313,2019,W06,6
2019W07,"Nisia Aigaiou, Kriti",Number,255,2019,W07,7
2019W08,"Nisia Aigaiou, Kriti",Number,262,2019,W08,8
2019W09,"Nisia Aigaiou, Kriti",Number,255,2019,W09,9
2019W10,"Nisia Aigaiou, Kriti",Number,250,2019,W10,10
2019W11,"Nisia Aigaiou, Kriti",Number,231,2019,W11,11
2019W12,"Nisia Aigaiou, Kriti",Number,237,2019,W12,12
2019W13,"Nisia Aigaiou, Kriti",Number,225,2019,W13,13
2019W14,"Nisia Aigaiou, Kriti",Number,222,2019,W14,14
2019W15,"Nisia Aigaiou, Kriti",Number,222,2019,W15,15
2019W16,"Nisia Aigaiou, Kriti",Number,192,2019,W16,16
2019W17,"Nisia Aigaiou, Kriti",Number,208,2019,W17,17
2019W18,"Nisia Aigaiou, Kriti",Number,217,2019,W18,18
2019W19,"Nisia Aigaiou, Kriti",Number,242,2019,W19,19
2019W20,"Nisia Aigaiou, Kriti",Number,223,2019,W20,20
2019W21,"Nisia Aigaiou, Kriti",Number,217,2019,W21,21
2019W22,"Nisia Aigaiou, Kriti",Number,212,2019,W22,22
2019W23,"Nisia Aigaiou, Kriti",Number,191,2019,W23,23
2019W24,"Nisia Aigaiou, Kriti",Number,197,2019,W24,24
2019W25,"Nisia Aigaiou, Kriti",Number,260,2019,W25,25
2019W26,"Nisia Aigaiou, Kriti",Number,270,2019,W26,26
2019W27,"Nisia Aigaiou, Kriti",Number,218,2019,W27,27
2019W28,"Nisia Aigaiou, Kriti",Number,220,2019,W28,28
2019W29,"Nisia Aigaiou, Kriti",Number,192,2019,W29,29
2019W30,"Nisia Aigaiou, Kriti",Number,218,2019,W30,30
2019W31,"Nisia Aigaiou, Kriti",Number,225,2019,W31,31
2019W32,"Nisia Aigaiou, Kriti",Number,229,2019,W32,32
2019W33,"Nisia Aigaiou, Kriti",Number,231,2019,W33,33
2019W34,"Nisia Aigaiou, Kriti",Number,205,2019,W34,34
2019W35,"Nisia Aigaiou, Kriti",Number,217,2019,W35,35
2019W36,"Nisia Aigaiou, Kriti",Number,209,2019,W36,36
2019W37,"Nisia Aigaiou, Kriti",Number,177,2019,W37,37
2019W38,"Nisia Aigaiou, Kriti",Number,194,2019,W38,38
2019W39,"Nisia Aigaiou, Kriti",Number,176,2019,W39,39
2019W40,"Nisia Aigaiou, Kriti",Number,192,2019,W40,40
2019W41,"Nisia Aigaiou, Kriti",Number,193,2019,W41,41
2019W42,"Nisia Aigaiou, Kriti",Number,177,2019,W42,42
2019W43,"Nisia Aigaiou, Kriti",Number,207,2019,W43,43
2019W44,"Nisia Aigaiou, Kriti",Number,218,2019,W44,44
2019W45,"Nisia Aigaiou, Kriti",Number,215,2019,W45,45
2019W46,"Nisia Aigaiou, Kriti",Number,189,2019,W46,46
2019W47,"Nisia Aigaiou, Kriti",Number,212,2019,W47,47
2019W48,"Nisia Aigaiou, Kriti",Number,209,2019,W48,48
2019W49,"Nisia Aigaiou, Kriti",Number,218,2019,W49,49
2019W50,"Nisia Aigaiou, Kriti",Number,223,2019,W50,50
2019W51,"Nisia Aigaiou, Kriti",Number,237,2019,W51,51
2019W52,"Nisia Aigaiou, Kriti",Number,232,2019,W52,52
2019W99,"Nisia Aigaiou, Kriti",Number,:,2019,W99,99
2020W01,"Nisia Aigaiou, Kriti",Number,260,2020,W01,1
2020W02,"Nisia Aigaiou, Kriti",Number,287,2020,W02,2
2020W03,"Nisia Aigaiou, Kriti",Number,275,2020,W03,3
2020W04,"Nisia Aigaiou, Kriti",Number,251,2020,W04,4
2020W05,"Nisia Aigaiou, Kriti",Number,283,2020,W05,5
2020W06,"Nisia Aigaiou, Kriti",Number,295,2020,W06,6
2020W07,"Nisia Aigaiou, Kriti",Number,270,2020,W07,7
2020W08,"Nisia Aigaiou, Kriti",Number,246,2020,W08,8
2020W09,"Nisia Aigaiou, Kriti",Number,232,2020,W09,9
2020W10,"Nisia Aigaiou, Kriti",Number,267,2020,W10,10
2020W11,"Nisia Aigaiou, Kriti",Number,251,2020,W11,11
2020W12,"Nisia Aigaiou, Kriti",Number,249,2020,W12,12
2020W13,"Nisia Aigaiou, Kriti",Number,215,2020,W13,13
2020W14,"Nisia Aigaiou, Kriti",Number,225,2020,W14,14
2020W15,"Nisia Aigaiou, Kriti",Number,195,2020,W15,15
2020W16,"Nisia Aigaiou, Kriti",Number,219,2020,W16,16
2020W17,"Nisia Aigaiou, Kriti",Number,211,2020,W17,17
2020W18,"Nisia Aigaiou, Kriti",Number,203,2020,W18,18
2020W19,"Nisia Aigaiou, Kriti",Number,214,2020,W19,19
2020W20,"Nisia Aigaiou, Kriti",Number,246,2020,W20,20
2020W21,"Nisia Aigaiou, Kriti",Number,242,2020,W21,21
2020W22,"Nisia Aigaiou, Kriti",Number,166,2020,W22,22
2020W23,"Nisia Aigaiou, Kriti",Number,185,2020,W23,23
2020W24,"Nisia Aigaiou, Kriti",Number,187,2020,W24,24
2020W25,"Nisia Aigaiou, Kriti",Number,195,2020,W25,25
2020W26,"Nisia Aigaiou, Kriti",Number,179,2020,W26,26
2020W27,"Nisia Aigaiou, Kriti",Number,249,2020,W27,27
2020W28,"Nisia Aigaiou, Kriti",Number,208,2020,W28,28
2020W29,"Nisia Aigaiou, Kriti",Number,229,2020,W29,29
2020W30,"Nisia Aigaiou, Kriti",Number,200,2020,W30,30
2020W31,"Nisia Aigaiou, Kriti",Number,217,2020,W31,31
2020W32,"Nisia Aigaiou, Kriti",Number,238,2020,W32,32
2020W33,"Nisia Aigaiou, Kriti",Number,240,2020,W33,33
2020W34,"Nisia Aigaiou, Kriti",Number,202,2020,W34,34
2020W35,"Nisia Aigaiou, Kriti",Number,205,2020,W35,35
2020W36,"Nisia Aigaiou, Kriti",Number,242,2020,W36,36
2020W37,"Nisia Aigaiou, Kriti",Number,217,2020,W37,37
2020W38,"Nisia Aigaiou, Kriti",Number,226,2020,W38,38
2020W39,"Nisia Aigaiou, Kriti",Number,199,2020,W39,39
2020W40,"Nisia Aigaiou, Kriti",Number,219,2020,W40,40
2020W41,"Nisia Aigaiou, Kriti",Number,198,2020,W41,41
2020W42,"Nisia Aigaiou, Kriti",Number,206,2020,W42,42
2020W43,"Nisia Aigaiou, Kriti",Number,167,2020,W43,43
2020W44,"Nisia Aigaiou, Kriti",Number,195,2020,W44,44
2020W45,"Nisia Aigaiou, Kriti",Number,208,2020,W45,45
2020W46,"Nisia Aigaiou, Kriti",Number,203,2020,W46,46
2020W47,"Nisia Aigaiou, Kriti",Number,235,2020,W47,47
2020W48,"Nisia Aigaiou, Kriti",Number,235,2020,W48,48
2020W49,"Nisia Aigaiou, Kriti",Number,201,2020,W49,49
2020W50,"Nisia Aigaiou, Kriti",Number,251,2020,W50,50
2020W51,"Nisia Aigaiou, Kriti",Number,242,2020,W51,51
2020W52,"Nisia Aigaiou, Kriti",Number,226,2020,W52,52
2020W53,"Nisia Aigaiou, Kriti",Number,231,2020,W53,53
2020W99,"Nisia Aigaiou, Kriti",Number,:,2020,W99,99
2021W01,"Nisia Aigaiou, Kriti",Number,:,2021,W01,1
2021W02,"Nisia Aigaiou, Kriti",Number,:,2021,W02,2
2021W03,"Nisia Aigaiou, Kriti",Number,:,2021,W03,3
2021W04,"Nisia Aigaiou, Kriti",Number,:,2021,W04,4
2021W05,"Nisia Aigaiou, Kriti",Number,:,2021,W05,5
2021W06,"Nisia Aigaiou, Kriti",Number,:,2021,W06,6
2021W07,"Nisia Aigaiou, Kriti",Number,:,2021,W07,7
2021W08,"Nisia Aigaiou, Kriti",Number,:,2021,W08,8
2021W09,"Nisia Aigaiou, Kriti",Number,:,2021,W09,9
2021W10,"Nisia Aigaiou, Kriti",Number,:,2021,W10,10
2021W99,"Nisia Aigaiou, Kriti",Number,:,2021,W99,99
2016W01,Voreio Aigaio,Number,57,2016,W01,1
2016W02,Voreio Aigaio,Number,48,2016,W02,2
2016W03,Voreio Aigaio,Number,58,2016,W03,3
2016W04,Voreio Aigaio,Number,55,2016,W04,4
2016W05,Voreio Aigaio,Number,45,2016,W05,5
2016W06,Voreio Aigaio,Number,49,2016,W06,6
2016W07,Voreio Aigaio,Number,55,2016,W07,7
2016W08,Voreio Aigaio,Number,46,2016,W08,8
2016W09,Voreio Aigaio,Number,44,2016,W09,9
2016W10,Voreio Aigaio,Number,42,2016,W10,10
2016W11,Voreio Aigaio,Number,48,2016,W11,11
2016W12,Voreio Aigaio,Number,49,2016,W12,12
2016W13,Voreio Aigaio,Number,40,2016,W13,13
2016W14,Voreio Aigaio,Number,43,2016,W14,14
2016W15,Voreio Aigaio,Number,39,2016,W15,15
2016W16,Voreio Aigaio,Number,41,2016,W16,16
2016W17,Voreio Aigaio,Number,47,2016,W17,17
2016W18,Voreio Aigaio,Number,45,2016,W18,18
2016W19,Voreio Aigaio,Number,35,2016,W19,19
2016W20,Voreio Aigaio,Number,36,2016,W20,20
2016W21,Voreio Aigaio,Number,46,2016,W21,21
2016W22,Voreio Aigaio,Number,47,2016,W22,22
2016W23,Voreio Aigaio,Number,46,2016,W23,23
2016W24,Voreio Aigaio,Number,40,2016,W24,24
2016W25,Voreio Aigaio,Number,80,2016,W25,25
2016W26,Voreio Aigaio,Number,50,2016,W26,26
2016W27,Voreio Aigaio,Number,40,2016,W27,27
2016W28,Voreio Aigaio,Number,51,2016,W28,28
2016W29,Voreio Aigaio,Number,49,2016,W29,29
2016W30,Voreio Aigaio,Number,39,2016,W30,30
2016W31,Voreio Aigaio,Number,59,2016,W31,31
2016W32,Voreio Aigaio,Number,46,2016,W32,32
2016W33,Voreio Aigaio,Number,51,2016,W33,33
2016W34,Voreio Aigaio,Number,38,2016,W34,34
2016W35,Voreio Aigaio,Number,35,2016,W35,35
2016W36,Voreio Aigaio,Number,34,2016,W36,36
2016W37,Voreio Aigaio,Number,37,2016,W37,37
2016W38,Voreio Aigaio,Number,42,2016,W38,38
2016W39,Voreio Aigaio,Number,32,2016,W39,39
2016W40,Voreio Aigaio,Number,36,2016,W40,40
2016W41,Voreio Aigaio,Number,44,2016,W41,41
2016W42,Voreio Aigaio,Number,47,2016,W42,42
2016W43,Voreio Aigaio,Number,28,2016,W43,43
2016W44,Voreio Aigaio,Number,42,2016,W44,44
2016W45,Voreio Aigaio,Number,50,2016,W45,45
2016W46,Voreio Aigaio,Number,49,2016,W46,46
2016W47,Voreio Aigaio,Number,44,2016,W47,47
2016W48,Voreio Aigaio,Number,59,2016,W48,48
2016W49,Voreio Aigaio,Number,48,2016,W49,49
2016W50,Voreio Aigaio,Number,49,2016,W50,50
2016W51,Voreio Aigaio,Number,52,2016,W51,51
2016W52,Voreio Aigaio,Number,55,2016,W52,52
2016W99,Voreio Aigaio,Number,:,2016,W99,99
2017W01,Voreio Aigaio,Number,64,2017,W01,1
2017W02,Voreio Aigaio,Number,75,2017,W02,2
2017W03,Voreio Aigaio,Number,63,2017,W03,3
2017W04,Voreio Aigaio,Number,60,2017,W04,4
2017W05,Voreio Aigaio,Number,53,2017,W05,5
2017W06,Voreio Aigaio,Number,74,2017,W06,6
2017W07,Voreio Aigaio,Number,57,2017,W07,7
2017W08,Voreio Aigaio,Number,50,2017,W08,8
2017W09,Voreio Aigaio,Number,52,2017,W09,9
2017W10,Voreio Aigaio,Number,46,2017,W10,10
2017W11,Voreio Aigaio,Number,39,2017,W11,11
2017W12,Voreio Aigaio,Number,60,2017,W12,12
2017W13,Voreio Aigaio,Number,50,2017,W13,13
2017W14,Voreio Aigaio,Number,36,2017,W14,14
2017W15,Voreio Aigaio,Number,34,2017,W15,15
2017W16,Voreio Aigaio,Number,55,2017,W16,16
2017W17,Voreio Aigaio,Number,37,2017,W17,17
2017W18,Voreio Aigaio,Number,41,2017,W18,18
2017W19,Voreio Aigaio,Number,46,2017,W19,19
2017W20,Voreio Aigaio,Number,39,2017,W20,20
2017W21,Voreio Aigaio,Number,45,2017,W21,21
2017W22,Voreio Aigaio,Number,40,2017,W22,22
2017W23,Voreio Aigaio,Number,40,2017,W23,23
2017W24,Voreio Aigaio,Number,39,2017,W24,24
2017W25,Voreio Aigaio,Number,40,2017,W25,25
2017W26,Voreio Aigaio,Number,53,2017,W26,26
2017W27,Voreio Aigaio,Number,52,2017,W27,27
2017W28,Voreio Aigaio,Number,58,2017,W28,28
2017W29,Voreio Aigaio,Number,28,2017,W29,29
2017W30,Voreio Aigaio,Number,47,2017,W30,30
2017W31,Voreio Aigaio,Number,42,2017,W31,31
2017W32,Voreio Aigaio,Number,46,2017,W32,32
2017W33,Voreio Aigaio,Number,52,2017,W33,33
2017W34,Voreio Aigaio,Number,39,2017,W34,34
2017W35,Voreio Aigaio,Number,34,2017,W35,35
2017W36,Voreio Aigaio,Number,50,2017,W36,36
2017W37,Voreio Aigaio,Number,49,2017,W37,37
2017W38,Voreio Aigaio,Number,41,2017,W38,38
2017W39,Voreio Aigaio,Number,32,2017,W39,39
2017W40,Voreio Aigaio,Number,39,2017,W40,40
2017W41,Voreio Aigaio,Number,41,2017,W41,41
2017W42,Voreio Aigaio,Number,42,2017,W42,42
2017W43,Voreio Aigaio,Number,46,2017,W43,43
2017W44,Voreio Aigaio,Number,51,2017,W44,44
2017W45,Voreio Aigaio,Number,48,2017,W45,45
2017W46,Voreio Aigaio,Number,51,2017,W46,46
2017W47,Voreio Aigaio,Number,42,2017,W47,47
2017W48,Voreio Aigaio,Number,56,2017,W48,48
2017W49,Voreio Aigaio,Number,44,2017,W49,49
2017W50,Voreio Aigaio,Number,43,2017,W50,50
2017W51,Voreio Aigaio,Number,47,2017,W51,51
2017W52,Voreio Aigaio,Number,39,2017,W52,52
2017W99,Voreio Aigaio,Number,:,2017,W99,99
2018W01,Voreio Aigaio,Number,39,2018,W01,1
2018W02,Voreio Aigaio,Number,49,2018,W02,2
2018W03,Voreio Aigaio,Number,55,2018,W03,3
2018W04,Voreio Aigaio,Number,69,2018,W04,4
2018W05,Voreio Aigaio,Number,44,2018,W05,5
2018W06,Voreio Aigaio,Number,61,2018,W06,6
2018W07,Voreio Aigaio,Number,52,2018,W07,7
2018W08,Voreio Aigaio,Number,33,2018,W08,8
2018W09,Voreio Aigaio,Number,56,2018,W09,9
2018W10,Voreio Aigaio,Number,53,2018,W10,10
2018W11,Voreio Aigaio,Number,42,2018,W11,11
2018W12,Voreio Aigaio,Number,40,2018,W12,12
2018W13,Voreio Aigaio,Number,41,2018,W13,13
2018W14,Voreio Aigaio,Number,56,2018,W14,14
2018W15,Voreio Aigaio,Number,49,2018,W15,15
2018W16,Voreio Aigaio,Number,47,2018,W16,16
2018W17,Voreio Aigaio,Number,34,2018,W17,17
2018W18,Voreio Aigaio,Number,41,2018,W18,18
2018W19,Voreio Aigaio,Number,39,2018,W19,19
2018W20,Voreio Aigaio,Number,41,2018,W20,20
2018W21,Voreio Aigaio,Number,36,2018,W21,21
2018W22,Voreio Aigaio,Number,43,2018,W22,22
2018W23,Voreio Aigaio,Number,47,2018,W23,23
2018W24,Voreio Aigaio,Number,49,2018,W24,24
2018W25,Voreio Aigaio,Number,47,2018,W25,25
