uri,track_name,artist_names,total_streams_2023,weeks_in_top200_2023
spotify:track:7c8ddTBYFAgxBGaxQaZwpl,Ola,Thug Slime,171655,2
spotify:track:0dlUr7JFFqBZqfBzubwkMr,Trela,"KG, Johnny King, Teo Tzimas",128709,2
spotify:track:2xdG3MPGdmb2u57RKwQF34,Nisi,"Fy, Mc Daddy, Display",655758,12
spotify:track:3EgEvLrJm4lOj8ngFH1Xfb,RAININ',Kidd,654496,10
spotify:track:3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),"MEDUZA, James Carter, Elley Duhé, FAST BOY",661947,13
spotify:track:4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,725828,13
spotify:track:4sHGVE7twEnFddJ3DqyWXs,Trafficante,"SNIK, VLOSPA, Oge",760666,14
spotify:track:4XJqkKDtcH7TxgDcHIzYDa,Domino,"Immune, Ortiz",158824,2
spotify:track:3azJifCSqg9fRij2yKIbWz,The Color Violet,Tory Lanez,1193483,19
spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Another Love,Tom Odell,831773,14
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",163885,3
spotify:track:06cduWNSPkrGU7swA940oF,ΥDRA (KAPOS ALLIOS VOL.9),"Negros Tou Moria, ODYDOZE, Demy",51951,1
spotify:track:0yLdNVWF3Srea0uzk55zFn,Flowers,Miley Cyrus,2154737,8
spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira",1002332,9
spotify:track:5WxVXxCMRnvxUKFq40ELwq,Escapism.,"RAYE, 070 Shake",756170,5
spotify:track:61sfFpr4TG2fV9PjQlU6vL,ALITHIA,Roi 6/12,988231,11
spotify:track:3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",561011,4
spotify:track:4hcf7Rj9tllq7IFdnLWsD8,612,"Roi 6/12, Lef, Ioannis",378639,4
spotify:track:3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,1019558,11
spotify:track:2wkTYwLhmZ2ii2HzXI6idC,Pnigomai,Giorgos Mazonakis,290929,4
spotify:track:7MTrSPSXJIkiLVSDYfr3nj,PATEK,"Roi 6/12, Stanley",215918,3
spotify:track:0mc6tED7ojUnim6W9Johm4,Sold Out,"Thug Slime, Light",636001,8
spotify:track:0CIXAumAEqq1LiOgkmS8PK,KARMA,"Roi 6/12, Ioannis, St88",143505,2
spotify:track:73M81dEn5LwexhCouV9PFy,KLIKA,"ATC Nico, Emotionlesstokyo",328029,4
spotify:track:2kMJ9g6Sdn2jMjVcY5vnmG,PSEMA,"Roi 6/12, Ako",85973,1
spotify:track:2ZKemmXScAnY8ZCsqUxpdc,MARIANA,Roi 6/12,85914,1
spotify:track:49aqCqLiSWpG8Rgk0iHYeu,Lamogia - Remix,"Jitano, Fy, Light, Trannos, Alitiz, FLY LO",684630,10
spotify:track:3Olf4wUwHGUwlXStvz3MpO,Tsifteteli,"KG, Leaderbrain, Teo Tzimas",256052,4
spotify:track:1wNerkkd2qdp6cqLLOJJJT,EL DOCTOR,SIDARTA,631962,9
spotify:track:3aybNOn87hMvJUVC697SRi,KASETINA,SIDARTA,601396,9
spotify:track:7hAXfOZnowSQOXOhpwesTK,All Eyes On Me,RICTA,600087,9
spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,354207,6
spotify:track:2px38jGYWqvBhQhUfZV8OJ,ZOI,SIDARTA,638531,10
spotify:track:6I3MLXpe70Vfs2w4jxrC1s,PINAKES,Hawk,66903,1
spotify:track:41EqMrpRlLK9Z3dRxGBUSM,Toxic,"Light, Stan",532777,10
spotify:track:2tq1vcOwuhgSuq1QEdLKjz,Ela,Aspa,812649,13
spotify:track:62k0bXBaJl93DJbBuqHhV8,Too Deep,"Dof Twogee, HGEMONA$",64915,1
spotify:track:4rPJSqrov3zqGwXlemLBMw,Escapism. - Sped Up,"RAYE, 070 Shake",231782,4
spotify:track:0ur3QPKHUf7RBWsjEq8VyM,Made In Albania,"Leaderbrain, Trannos, Gosei",743784,12
spotify:track:5zpbXrxF7v5Q82Uh9SHAzn,Rules Are Rules,"Immune, Eversor",320392,5
spotify:track:3Y6eZX9ucRI1JznuvSA3gN,Taxigs,"Corle, Bato Beats, Tsabi",532916,9
spotify:track:2h1byKs2OaXXakUvvgjuwu,Saites,"Melisses, TOQUEL",60679,1
spotify:track:59h4w2mbmlzuPBHonH0xKx,CYPHER33,"Dof Twogee, RICTA, Sohood, Livar, Savv",423160,7
spotify:track:446RztQBcLvP4UoVWmhA30,Lene Pos,"Raw, HARITO",391675,7
spotify:track:0nV0c71bSEh98mrisq4Ssi,Pes Tou - Remix,"Dirty Harry, Light, Bossikan, Fy",611512,11
spotify:track:4WuOWVnAqvEQxgSRrspBgt,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Metro Boomin, Travis Scott, 21 Savage",433918,8
spotify:track:00e9xxb41lnsEHTG5uB7it,80h,"Dirty Harry, Strat, Echo",385438,7
spotify:track:11BKm0j4eYoCPPpCONAVwA,Bloody Mary,Lady Gaga,292954,5
spotify:track:5RHSGfXowrPNmNhM5z4yX1,Matchy Matchy,GAMEBOY,259564,4
spotify:track:38doLxZXMnFU2rwImjshPY,Gia Sena,"Sadam, Solid",458570,8
spotify:track:2ZrtlDFHOqPVN3fBJyvoaH,Selfmade,"RACK, Beyond",656415,11
spotify:track:7makDOAs66DPSP8s9CZ5rd,Pure,"Immune, Jessy Blue",273908,5
spotify:track:3QGiHTjiRmfsOT3VoLhiCn,Kokkina Matia,"TOQUEL, For3al, Beyond",654543,12
spotify:track:1Vonr9FHVGmfimPhK6G88z,SoK,"Konstantinos Argiros, Sakis Rouvas",57052,1
spotify:track:2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"Gesaffelstein, The Weeknd",594955,11
spotify:track:1r0pVvbYV1x6QZTk9wNOqo,Aroma,"EPITHE, Echo",472683,6
spotify:track:4T0tIX6y3Lo8uKIUkwPSqw,GUNAIKES,"RACK, Beyond",472665,9
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,527715,10
spotify:track:2d4DjOhZD8gHitp39slVz3,Varane,"Dof Twogee, LEX",399434,7
spotify:track:7bohfOpcSFE5cE4zBpt0ST,Tilefono,Josephine,198838,4
spotify:track:5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,441795,8
spotify:track:4Wsom89nrtQXcK8xPGoViM,Mamacita,"Light, Thug Slime",252583,5
spotify:track:2sPLO3nfkjxOZIb3KLe1nC,ESTTIA,"SIDARTA, Beyond",256757,5
spotify:track:13NiDoKgGqkFmwCAuB0jl7,Broke - Prod. By Mike G,HGEMONA$,223261,4
spotify:track:7DELomJAGyZIfysK2Dm4VR,Me Ta Alania,"Moose, Negros Tou Moria",49886,1
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,488430,10
spotify:track:58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,384294,7
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,293103,6
spotify:track:2GAhgAjOhEmItWLfgisyOn,Low,SZA,99465,2
spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,238862,5
spotify:track:4woTEX1wYOTGDqNXuavlRC,Superman,"Eminem, Dina Rae",339064,7
spotify:track:2p8IUWQDrpjuFltbdgLOag,After Hours,The Weeknd,335418,7
spotify:track:4F7A0DXBrmUAkp32uenhZt,Party Monster,The Weeknd,555630,11
spotify:track:1l3SxOyTfhdtHw9V4HGTzz,Sinialo,"SNIK, Strat",191311,4
spotify:track:50BpQMCLgPnwlDSEFg0TuY,925,"SIDARTA, Saske",440460,9
spotify:track:32oRP1pOpuQ89hWlvfqQV6,Poios Ticheros,Giorgos Sabanis,164713,3
spotify:track:7dbwdaU5belAQj5Qc0cFle,Aima,"Anna Vissi, Daphne Lawrence",213806,4
spotify:track:3wPvs8nWjtDhOApqPIdf0y,Gazoza,Anna Vissi,136107,3
spotify:track:5EhKHXVnqfEIdYjP9r0VR7,Eho Erota Mazi Sou,Nikos Makropoulos,492076,9
spotify:track:0Tvr4neJIeNBYGYJ1HpmhA,Pes Ti Thes,"ROPEX LATERIO, isyourboyrapo, Lava",195068,4
spotify:track:5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,373822,8
spotify:track:6HeG9URxuExm52kQQ8sHJU,Mask Off,Roi 6/12,276337,6
spotify:track:0WvuEJoLBHWUiDg2lsvYH8,G63,"TOQUEL, Bloody Hawk",4399457,5
spotify:track:5PAY2gBskLbyl11vYApJKf,Marijuana,"Alecc, Ggreco, Fy",236771,2
spotify:track:0lERxH3jbcidjxfTrarujg,Big Moves - Vol. 4,VLOSPA,387580,3
spotify:track:4ktTjOAAb4nYUSWDunxMeC,Tsiou,Dirty Harry,623377,6
spotify:track:5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,854311,9
spotify:track:34oPAKE1SIIqR6mela35iL,PSILOS FREESTYLE,SIDARTA,440005,4
spotify:track:4vRmcTWTaVC6pCeW9nt9DF,ISWS,"Stan, Ivan Greko, BeTaf Beats",944888,8
spotify:track:4M68QwPdyUsj5ccSXT3DeX,Kapnos,ZAF,608208,6
spotify:track:3YZJ3eTtLwJYyCSYFgI6We,Kvaratskhelia,"RICTA, Savv",1744463,12
spotify:track:1ucfIAu4IwIXxkl1fstUim,Mploko,"Ethismos, Negros Tou Moria, Melow",353539,3
spotify:track:74cOloMSxtzOzbZEJBkI1H,Flash,"Block 93, Tanto, mi368",680741,8
spotify:track:5jHQstavpsizRpj6trOfDx,Fimi,"Josephine, Mad Clip",394551,5
spotify:track:3i6WU2aX5x1YxLpj9wp1md,METRHTA,"ARMA, Th Mark",997524,10
spotify:track:63RoaWWA1xd2GTTqbrUTNU,Recital In D# Minor,"Beats Pliz, Ethismos",1084789,7
spotify:track:2kf68DAuCuxc4xaurDm59x,Poso,"Thug Slime, Silly Slime, DJ Tune, Dogoloco",952150,7
spotify:track:37DD2WwZCIQ4BDAesTvs5t,Ksexnas,Marseaux,74982,1
spotify:track:2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,72006,1
spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,179640,2
spotify:track:59NraMJsLaMCVtwXTSia8i,Prada,"cassö, RAYE, D-Block Europe",622174,9
spotify:track:5HdQYRugBKQtu1d6asfGPT,PROSOPIKA FREESTYLE,"TOQUEL, Beyond",66482,1
spotify:track:7oDd86yk8itslrA9HRP2ki,Die For You - Remix,"The Weeknd, Ariana Grande",347921,2
spotify:track:3F59OAhoRkBfOaVuaSmR8P,Solo Ethismos,"Ethismos, Ortiz",94924,1
spotify:track:1AlJGJhgkT252pec9YcSSy,Tutorial,"Katohos, RICTA, Stepper",399179,4
spotify:track:0gbOotwyv6A10diMDLieeu,Cayenne,"AK 101, Corle",358026,5
spotify:track:1KRluMnCsLqUUpIYOU3Vk8,PENINTARIKA,DDS,64726,1
spotify:track:3g45OwdSyqgpMi4AmlnUOY,Deathmatch,"Wang, Dani Gambino, Kazal",431666,8
spotify:track:42mcYqVK59NxNr2ANX72Qb,BLIKI,"ATC Nico, Lil Riico",60838,1
spotify:track:03u4CH8SP4davgdbacEL6W,Interrail,"Wang, Electabaz",313569,6
spotify:track:5G0iCLJ3Z4OK10ziFAylkz,Dinero,ARAWL,58508,1
spotify:track:34DhvVzObMkgz5aeJihhln,An Magapas,Delta TBF,51714,1
spotify:track:6W11qt0cfGVx7ZOEYNrSYX,Shorty,"Light, Mad Clip",198483,4
spotify:track:30qutN0bpOGnenWQbFBesJ,Aggelos Xarhka,"FANN, Greco Beats",466056,7
spotify:track:4fgrbxZS3w4yFgxW6DHjF1,Al Dente,Bloody Hawk,98484,2
spotify:track:3EF1GaTfdamMzAzA9HZZVK,Aggeloudia,"FANN, Greco Beats",49295,1
spotify:track:5gDWsRxpJ2lZAffh5p7K0w,Stargirl Interlude,"The Weeknd, Lana Del Rey",575524,11
spotify:track:5YBJqUrMnEs5JCDkBA0q1n,Real Connections Vol. 3,"TAFF, Evan Spikes",47595,1
spotify:track:4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,OneRepublic,366934,7
spotify:track:2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,119280,2
spotify:track:7sqV5wrcZH0B4q8X9uHKFJ,CARLOS TEVEZ,"Dani Gambino, Immune",100957,2
spotify:track:2Jw3VjB1xy5KHBqEeAC6VK,Eat Your Young,Hozier,50876,1
spotify:track:6Tupow7GT1XnVSOUUnG8Gd,Standby,"Bloody Hawk, Dani Gambino",50797,1
spotify:track:2RaaeowBu6mnNEStqi3jBk,Ntalaveria & Kompines,"TSE, HGEMONA$, Tr4cer",50685,1
spotify:track:3u7ZaF2Yr8uUnuecN6nIdS,45,FANN,215356,3
spotify:track:3CpmucTvRFx5cLl8BIPUUe,Kapou Tha Me,"FANN, Niko Malteze",195525,3
spotify:track:3O8ALGUFUPDCZpzs5kaZoH,Dekemvris,"FANN, Hades",82226,1
spotify:track:0HUVuymkKobJrTUtcMMUbO,Apostash Anapnohs,"FANN, Greco Beats",72428,1
spotify:track:1Tb2JP8DE92VTtzU5n42tv,Eikones,"FANN, Greco Beats",70159,1
spotify:track:1XXJbbHeE70PtIiveJqUrV,Se Afisa Sto Htes - Eisai Treli,Nikos Vertis,57268,1
spotify:track:3dfETVH3ossaVE80BQ3hcK,Malagouzia,"RICTA, DJ.Silence, City Center",390669,8
spotify:track:2LgeuVzeiuX9v5A8GhzPBW,EMMONES,SIDARTA,100057,2
spotify:track:30K8l6FPIUB9iH1txpmWtD,Chinchilla,"SNIK, FLY LO, Mike G",397185,8
spotify:track:44Xyja7xYPlVC6v2CeweSi,GOSSIP (feat. Tom Morello),"Måneskin, Tom Morello",50023,1
spotify:track:4qZLEOqtNqoeZ9EWD3QdrV,POLI TA VRADIA,SIDARTA,49911,1
spotify:track:1qP34psrTwclFCX1lwFIhe,EYXH,Sicario,78602,1
spotify:track:2pdwVWhhz5a4ufpGCgVNkK,Delulu,Sin Boy,67807,1
spotify:track:2cs8Rard3TVIrUz3NxtWe4,To Kyma,Melisses,64762,1
spotify:track:4IpBvVga0bi0elWNWRuPHq,T MAX,"Strat, BeTaf Beats",1012059,8
spotify:track:2ScCMuNzjzCGBFeZVtF3Y5,TE AMO,"Ivan Greko, BeTaf Beats",93895,1
spotify:track:2XtvXgaO2hwz7U7CDW690N,DANCE,"Mente Fuerte, Ramoon",82140,1
spotify:track:2i8f4VnnBjy0yDqH2C452a,bad idea right?,Olivia Rodrigo,73211,1
spotify:track:0B5pb8ELYHydRLjxEkVwy7,Hromata Elpidas,Stelios Vamvakas,215930,3
spotify:track:0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),"Travis Scott, Beyoncé",139952,1
spotify:track:04WxWo7XeVyx22xEsrWRUb,GOD'S COUNTRY,Travis Scott,139705,1
spotify:track:3KCNiDi9Pza6ZD8FggNoaw,MODERN JAM (feat. Teezo Touchdown),"Travis Scott, Teezo Touchdown",139452,1
spotify:track:7LSpFCvRZZot2AlmkUzy9k,SIRENS,Travis Scott,138687,1
spotify:track:0bkV1iQHSxBaksUqgEkcbc,SKITZO (feat. Young Thug),"Travis Scott, Young Thug",121653,1
spotify:track:4GL9GMX9t7Qkprvf1YighZ,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),"Travis Scott, The Weeknd, Swae Lee",119310,1
spotify:track:76gcXhY3Zv6wW0BTe9nHJo,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),"Travis Scott, James Blake, 21 Savage",111040,1
spotify:track:7EiUtdeoWcKqLi5ELZCjYf,LOST FOREVER (feat. Westside Gunn),"Travis Scott, Westside Gunn",104258,1
spotify:track:0a4SMs889NwP8oWI7Vemle,LOOOVE (feat. Kid Cudi),"Travis Scott, Kid Cudi",94237,1
spotify:track:2Q0aElTZQtEUsoiaQfizu6,PARASAIL (feat. Yung Lean & Dave Chappelle),"Travis Scott, Yung Lean, Dave Chappelle",85551,1
spotify:track:1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,159393,2
spotify:track:6JM36aJmBiPgcvsXZs4bZ7,Philippe,"Block 93, Yanek",67816,1
spotify:track:195kdTUy8u7GNQOkAlCSDC,Pote,"VLOSPA, Sadam, V9, Kareem Kalokoh",334306,3
spotify:track:6OA3XfX6Iuq85zHaVD0YGF,Xoros,Sicario,396359,4
spotify:track:3Tm8kDi9atOtwMZRwr2807,Skoni & Kapnos,"Lobo, Giorgos Orfanidis",707384,6
spotify:track:1GVGHfRgZ26ssg2UccGKNf,Boss,"Sin Boy, Popayedi",120908,1
spotify:track:4cT2VCQZuI1STu60Ba1Ht4,Alli Mia Agapi (Miso Tsigaro),Giorgos Sabanis,199593,2
spotify:track:05U3IRR6fHwoYjBEkyqRox,JAMAICA,"Khay Be, Light, Destiny",1336045,10
spotify:track:7fkwnhDpU7K2YRfZHebHhT,Alitoskilo,"Logos Timis, Koraki, Eleuthero Pneuma, Sativa, Tokesick",879688,10
spotify:track:2Q3nTwMgXiVN5x9eAowbJJ,Stripclub,Roi 6/12,1148298,9
spotify:track:0styG5GU2OYaaJz5zrsGhl,Valentina,"Vamva, Fy, Dimitris Yagoulis",81288,1
spotify:track:01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",79237,1
spotify:track:1ax9HaYqzaqWVPRDzsdIpb,Seri,"ROPEX LATERIO, Lava, Paris Kalpos",771984,10
spotify:track:1uowh5aqRJzGT1KowsSUmC,Miami 2,Bloody Hawk,644783,9
spotify:track:2tGuP0FkesiXqlky7O0tWQ,Dealer,"Mad Clip, Light",297754,4
spotify:track:79QIX2MiioFy2g69hm3Dz6,Listia,"Thug Slime, Skive, Destiny",599194,5
spotify:track:0j8vEVsQkarCTSRdzMC5Ps,Normal,Anas,271979,4
spotify:track:3CdFVH8SOVnvT0sJLT198p,ISOS,Sicario,1232369,3
spotify:track:2H5PVvPo7degMbU5LSk1QI,NAPOLITANO,"Bres, Onad, Kidd",377323,1
spotify:track:3zyEFJzhVzqBv6odTlx0yc,Svise Ta Fota,"Fy, Mad Clip",303580,1
spotify:track:64LhZ3gUis8EdONchbypRn,Ena Tsigaro,"ROPEX LATERIO, Lava, Paris Kalpos",783792,3
spotify:track:0VojXGi7cSdHx1VdkdvvHV,BANSKO,"DIFF, Sanko",567817,2
spotify:track:2XFfFjfXBNns7lqliJGwm1,Kolpa,FLY LO,691911,3
spotify:track:3AtTxLZA0tsf6hMvEBmO4N,Nihta Xelogiastra,Vasilis Karras,220095,1
spotify:track:7lh7uKY6G44jQYPojBQENI,RARI,"SNIK, Rvchet",1411645,4
spotify:track:1eJWc7iuEiqWFEocvbSM9R,Perastika Tis,"Vasilis Karras, Foivos",207853,1
spotify:track:1WzaVtOgPWZ4FZp0W2L4wv,Oh Shit,"Ggreco, Kess",387259,2
spotify:track:69nHKmTVC5lflFCOlpH42T,Xadia,Yolte,498578,2
spotify:track:7AOiKWirY1opdsQnOs1TS1,Ap' To Vorra Mehri To Noto,Vasilis Karras,189218,1
spotify:track:1nRCoRDnsczZSgVmSz41pY,Still Standing,"12os Pithikos, Dani Gambino, BoyPanda",1075528,4
spotify:track:7KjuRZ4B0u6Z2aqwMRPNpE,Theos,Bossikan,818390,3
spotify:track:1akgNCN3yuMojAFUY3pCnY,Gia Ton Idio Anthropo Milame,"Vasilis Karras, Pantelis Pantelidis",174666,1
spotify:track:6TkXViJUO3SA6FMcrNwlD9,Jingle Bell Rock,Bobby Helms,397626,3
spotify:track:3iOi929JUrrW776bXZ2Rc8,Kano Ena Tsigaro Kai Fevgo,Vasilis Karras,151580,1
spotify:track:7EeEMoAJVKzhO5uqNH7Oqm,XOROS,Sicario,393020,3
spotify:track:0prIzd5AxpFpbp8QT3AUpu,Den Pao Pouthena,Vasilis Karras,128460,1
spotify:track:6LDc0SG4DGhowqwjBvaMnG,Pes Mou Kati,Petros Iakovidis,421088,4
spotify:track:26NCpU53AnjX6J148Xdsis,Na Pernas,Giorgos Mazonakis,285858,3
spotify:track:2D0XFzBvI6AWeBc2mvqUdB,Nea Sezon,HGEMONA$,270552,2
spotify:track:3h4wWTTyzThhA7kExFdOA2,Opos Palia,Vasilis Karras,104877,1
spotify:track:3qCeq0rWK67SoBDgFd2sId,Feliz Navidad,José Feliciano,336595,4
spotify:track:4lTeaEl2agZn2u0nEnabvd,Smart,"Twelvee, Stolou",416981,4
spotify:track:7fUYUcWy853HS8YJn0b3Sr,Sleigh Ride,The Ronettes,335624,4
spotify:track:6tserlpy6hsTnLPImpw9Di,2 Ores,"Mad Clip, Strat, BeTaf Beats",345600,4
spotify:track:3nAp4IvdMPPWEH9uuXFFV5,Underneath the Tree,Kelly Clarkson,331550,4
spotify:track:7wOD94MUwJ0mHpgFTiCANQ,Astin Na Lei,"Vasilis Karras, Pix Lax",94134,1
spotify:track:0SWADwGSDkQ4s5K62EmPvv,I Mia,Giorgos Kakosaios,257541,3
spotify:track:5Q02Ux3sh1CyPXtTN7JJ4z,Medusa,SNIK,321049,4
spotify:track:1PNurhztuEAwMnuLAq2PhR,ΠΟΡΣΕΛΑΝΗ,"Immune, Dani Gambino, Misk",348237,3
spotify:track:42xbZQ6iZlDtHjPfjdiINi,Ti Sou Kanei,"Ivi Adamou, Trannos, Foivos",271853,3
spotify:track:5humEOJehpAwMJEJmb0JJ2,The Christmas Song (Merry Christmas To You),Nat King Cole,81487,1
spotify:track:77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas,Burl Ives,80117,1
spotify:track:23z8fHy0aAegELyNGhy7lp,Gia Parti Tis,Vasilis Karras,77055,1
spotify:track:3n9rbhjkTyJCqfORzF6Mgd,Aporo An Esthanese Tipsis,Vasilis Karras,76751,1
spotify:track:3gnwR6h9Aj25jHImoLRkAY,Poutana Amnisia,Paris Evaggelou,74597,1
spotify:track:3kS4w1pvzsuGvySK6EotOx,EYXH,Sicario,280473,3
spotify:track:27qAMKrDdKEs8HDXcvR24R,Driving Home for Christmas - 2019 Remaster,Chris Rea,73321,1
spotify:track:1E3qm2suT6hzmxcnE6Ex93,BADLY,"Immune, Misk",223324,2
spotify:track:5zGiiIEEQskO1HRcpONwwm,KATANA,"Immune, Misk",130718,1
spotify:track:4goMJ8yhRkiWKNhMQ9CHUH,MINDGAMES,"Immune, Misk",112675,1
spotify:track:3XgCI3w5Ju0TrEFunkN8TH,ΟΡΓΗ,"Immune, Misk",112214,1
spotify:track:4xY60EHqFoDKIhrMVqGUfy,ΧΑΡΙΣΜΑ,"Immune, Misk",100330,1
spotify:track:24vUUMB0cU3zXEK5lBY38X,AMEN,Roi 6/12,96822,1
spotify:track:2I597YvlvHTStLLWJZHZ3j,ΠΑΤΑ ΤΟ,"Immune, Misk",94136,1
spotify:track:1mOLBCX3IRwGNDLqYzXpM5,KSEHORISTO,Sicario,81060,1
spotify:track:431GUPxkKxF3BPbr6ujoYv,Rota,Giorgos Sabanis,173440,2
spotify:track:0ebli9bWZi0crdXdQgngpG,THALASSA,Sicario,75923,1
spotify:track:75DR16FEEJ18w14nFZTKXj,PES MOU,Sicario,72487,1
spotify:track:6CxQTTHKyP7Q07UilBO2AJ,FRONTLINE,"RICTA, Night Grind",276248,2
spotify:track:6dUregFbvUNqHP5nphqesK,Unicorn,Noa Kirel,291164,2
spotify:track:4wr4RuvZHLvzKqGk3Ktqsc,ALL EYES ON ME,RICTA,253244,2
spotify:track:5pQmCRAMhjM0nUBFVa6ioM,OLA GYRNANE,"RICTA, Night Grind",247967,2
spotify:track:4b2aud5Xgq6gYP0oOijOMV,WE DON'T STOP,"RICTA, RealKofii, DJ.Silence",148261,1
spotify:track:14LdhxElpZS0rKVV4nxtdA,Queen of Kings,Alessandra,245615,2
spotify:track:5dRAJ9UsR0qyMMKnonWewz,Break a Broken Heart,Andrew Lambrou,120163,1
spotify:track:0Jij8PPXDFB0VOyZviOYNy,My View,"FLY LO, Nuki",642881,4
spotify:track:6EWYpFCdArc5Vvik5I3Myj,Pole Position In D Minor,"Beats Pliz, VLOSPA",921283,5
spotify:track:3K1iJbTscs8Lj6ByTP6VDc,Deal,"VLOSPA, Oge",297815,2
spotify:track:2PWCVG5pnozZU1ycQHgYl2,Billy's,"FLY LO, Stanley",618355,4
spotify:track:3oK3x91dAtDsgZgko5RVBQ,De Sou Kanw Plaka,"FLY LO, Mike G",642521,4
spotify:track:6t8lcTQ1aFc8Ymz3zx4HrJ,Terata,VLOSPA,378890,3
spotify:track:5LffhxXm8rum9vyvCUrk4x,ATAKTI,"DON LEON, Strat, Teo Tzimas",263455,3
spotify:track:1Xc1c0Hly4lyiJL7zGyXPU,Mitropolis In C# Minor,"Beats Pliz, Mikros Kleftis",730987,4
spotify:track:18ZX6YaDSOopXPRvfIh8DM,Évidemment,La Zarra,80745,1
spotify:track:1LMkpB3wIOBe7I7cX0zmNM,Zoume Epikindyna,"FLY LO, Mike G",500350,3
spotify:track:73K6ImdHp46q6BfNXBi2MQ,G Walk,"FLY LO, Mike G",374617,3
spotify:track:5qXrCYldye4GqQN3gk2HX2,Diego,"FLY LO, Nuki",476143,3
spotify:track:212EKXbTKl5cTgJN7ke4OF,Chop It,"VLOSPA, V9, Solid",241498,2
spotify:track:1MK15gGuPzOBV5pRAnzC13,Interlude Mania,"VLOSPA, Solid",211785,2
spotify:track:3q7GvqptCpiOWoOjD0piDX,Outro,"VLOSPA, Solid",230561,2
spotify:track:09DuBJfYxIlQnnBHnyoE1t,Narthikas,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",103531,1
spotify:track:5dYa2EusEM653Ps2jlDewA,O Xoros Ton Methismenon Aeton,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",97497,1
spotify:track:4jQITervXqeK8bfCOp5Xrq,Ta Mpalkonia Mas,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",93671,1
spotify:track:38w0gYet6K6KxnGVEJ2wRa,Niotheis?,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",91847,1
spotify:track:7oHxEeQQCnpO121cyFhsp8,P.T.S.D.,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",83551,1
spotify:track:1NbNd5S1u0RZe1BJeK4psy,Alios,"Sin Boy, ROPEX LATERIO",361089,3
spotify:track:4QAcuF0tfBvKvkCmZe4cvr,FLY LO x Fumez The Engineer - Plugged In,"Fumez The Engineer, FLY LO",285410,2
spotify:track:086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,239262,4
spotify:track:3xIMkM5LgbVDkpO74O3Np3,Rush,Troye Sivan,71565,1
spotify:track:3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,"Lost Frequencies, Calum Scott",63621,1
spotify:track:5kIlH2nwJgHYgAWAQOnlzN,Invicta,"Block 93, Yanek, Sp93, Tanto",426036,4
spotify:track:7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),"Drake, J. Cole",140290,1
spotify:track:3eP13S8D5m2cweMEg3ZDed,Virginia Beach,Drake,116987,1
spotify:track:1L6KzHvQ3FUkb28i9WQLCp,Epic,"Block 93, Yanek, Sp93, Tanto",179051,2
