date,EL,EU,EL_index_2015,EU_index_2015
2018-03-01,0.2,1.4,101.26,102.88
2018-04-01,0.5,1.3,102.23,103.32
2018-05-01,0.8,2.0,102.33,103.9
2018-06-01,1.0,2.0,103.29,104.03
2018-07-01,0.8,2.2,101.87,103.86
2018-08-01,0.9,2.1,101.66,103.97
2018-09-01,1.1,2.1,103.08,104.35
2018-10-01,1.8,2.3,103.59,104.62
2018-11-01,1.1,1.9,101.96,104.11
2018-12-01,0.6,1.6,101.88,104.08
2019-01-01,0.5,1.4,100.54,103.22
2019-02-01,0.8,1.6,100.86,103.57
2019-03-01,1.0,1.6,102.32,104.5
2019-04-01,1.1,1.9,103.33,105.26
2019-05-01,0.6,1.5,102.93,105.44
2019-06-01,0.2,1.5,103.54,105.57
2019-07-01,0.4,1.3,102.32,105.22
2019-08-01,0.1,1.3,101.74,105.31
2019-09-01,0.2,1.1,103.3,105.49
2019-10-01,-0.3,1.0,103.23,105.67
2019-11-01,0.5,1.3,102.51,105.42
2019-12-01,1.1,1.6,102.95,105.76
2020-01-01,1.1,1.7,101.63,105.0
2020-02-01,0.4,1.6,101.27,105.22
2020-03-01,0.2,1.1,102.51,105.7
2020-04-01,-0.9,0.6,102.39,105.93
2020-05-01,-0.7,0.5,102.23,105.94
2020-06-01,-1.9,0.7,101.56,106.31
2020-07-01,-2.1,0.8,100.17,106.06
2020-08-01,-2.3,0.4,99.45,105.69
2020-09-01,-2.3,0.2,100.91,105.73
2020-10-01,-2.0,0.2,101.13,105.92
2020-11-01,-2.1,0.2,100.31,105.63
2020-12-01,-2.4,0.2,100.49,105.97
2021-01-01,-2.4,1.2,99.2,106.27
2021-02-01,-1.9,1.3,99.39,106.55
2021-03-01,-2.0,1.7,100.43,107.46
2021-04-01,-1.1,2.0,101.29,108.08
2021-05-01,-1.2,2.3,100.98,108.38
2021-06-01,0.6,2.2,102.17,108.65
2021-07-01,0.7,2.5,100.83,108.68
2021-08-01,1.2,3.2,100.68,109.04
2021-09-01,1.9,3.6,102.83,109.57
2021-10-01,2.8,4.4,104.0,110.54
2021-11-01,4.0,5.2,104.35,111.07
2021-12-01,4.4,5.3,104.87,111.59
2022-01-01,5.5,5.6,104.65,112.2
2022-02-01,6.3,6.2,105.63,113.18
2022-03-01,8.0,7.8,108.43,115.87
2022-04-01,9.1,8.1,110.55,116.83
2022-05-01,10.5,8.8,111.59,117.95
2022-06-01,11.6,9.6,114.05,119.03
2022-07-01,11.3,9.8,112.19,119.31
2022-08-01,11.2,10.1,111.98,120.1
2022-09-01,12.1,10.9,115.29,121.56
2022-10-01,9.5,11.5,113.85,123.26
2022-11-01,8.8,11.1,113.55,123.4
2022-12-01,7.6,10.4,112.81,123.18
2023-01-01,7.3,10.0,112.29,123.39
2023-02-01,6.5,9.9,112.51,124.43
2023-03-01,5.4,8.3,114.28,125.52
2023-04-01,4.5,8.1,115.55,126.3
2023-05-01,4.1,7.1,116.17,126.35
2023-06-01,2.8,6.4,117.23,126.69
2023-07-01,3.5,6.1,116.08,126.64
2023-08-01,3.5,5.9,115.87,127.24
2023-09-01,2.4,4.9,118.04,127.57
2023-10-01,3.8,3.6,118.17,127.73
2023-11-01,2.9,3.1,116.86,127.23
2023-12-01,3.7,3.4,116.97,127.42
2024-01-01,3.2,3.1,115.89,127.21
2024-02-01,3.1,2.8,116.04,127.95
2024-03-01,3.4,2.6,118.13,128.79
2024-04-01,3.2,2.6,119.24,129.55
2024-05-01,2.4,2.7,118.9,129.79
2024-06-01,2.5,2.6,120.11,130.02
2024-07-01,3.0,2.8,119.55,130.19
2024-08-01,3.2,2.4,119.57,130.33
2024-09-01,3.1,2.1,121.71,130.23
2024-10-01,3.1,2.3,121.8,130.7
2024-11-01,3.0,2.5,120.32,130.44
2024-12-01,2.9,2.7,120.42,130.84
2025-01-01,3.1,2.8,119.53,130.78
2025-02-01,3.0,2.7,119.56,131.37
2025-03-01,3.1,2.5,121.82,132.04
2025-04-01,2.6,2.4,122.39,132.68
2025-05-01,3.3,2.2,122.82,132.67
2025-06-01,3.6,2.3,124.39,133.06
2025-07-01,3.7,2.4,124.02,133.25
2025-08-01,3.1,2.4,123.23,133.49
2025-09-01,1.8,2.6,123.9,133.61
2025-10-01,1.6,2.5,123.79,133.93
2025-11-01,2.8,2.4,123.71,133.63
2025-12-01,2.9,,123.93,
