year,week,age,deaths
2015,12,Y70-74,205.0
2015,12,Y75-79,315.0
2015,12,Y80-84,508.0
2015,12,Y85-89,550.0
2015,12,Y_GE90,397.0
2015,12,Y_LT5,11.0
2015,13,UNK,0.0
2015,13,Y10-14,1.0
2015,13,Y15-19,1.0
2015,13,Y20-24,5.0
2015,13,Y25-29,5.0
2015,13,Y30-34,8.0
2015,13,Y35-39,9.0
2015,13,Y40-44,12.0
2015,13,Y45-49,37.0
2015,13,Y5-9,0.0
2015,13,Y50-54,62.0
2015,13,Y55-59,82.0
2015,13,Y60-64,88.0
2015,13,Y65-69,155.0
2015,13,Y70-74,164.0
2015,13,Y75-79,292.0
2015,13,Y80-84,467.0
2015,13,Y85-89,524.0
2015,13,Y_GE90,458.0
2015,13,Y_LT5,6.0
2015,14,UNK,0.0
2015,14,Y10-14,1.0
2015,14,Y15-19,1.0
2015,14,Y20-24,3.0
2015,14,Y25-29,3.0
2015,14,Y30-34,18.0
2015,14,Y35-39,13.0
2015,14,Y40-44,26.0
2015,14,Y45-49,42.0
2015,14,Y5-9,1.0
2015,14,Y50-54,54.0
2015,14,Y55-59,73.0
2015,14,Y60-64,119.0
2015,14,Y65-69,130.0
2015,14,Y70-74,176.0
2015,14,Y75-79,308.0
2015,14,Y80-84,475.0
2015,14,Y85-89,533.0
2015,14,Y_GE90,410.0
2015,14,Y_LT5,4.0
2015,15,UNK,0.0
2015,15,Y10-14,1.0
2015,15,Y15-19,1.0
2015,15,Y20-24,9.0
2015,15,Y25-29,5.0
2015,15,Y30-34,11.0
2015,15,Y35-39,13.0
2015,15,Y40-44,28.0
2015,15,Y45-49,33.0
2015,15,Y5-9,0.0
2015,15,Y50-54,39.0
2015,15,Y55-59,79.0
2015,15,Y60-64,104.0
2015,15,Y65-69,145.0
2015,15,Y70-74,167.0
2015,15,Y75-79,318.0
2015,15,Y80-84,477.0
2015,15,Y85-89,541.0
2015,15,Y_GE90,428.0
2015,15,Y_LT5,9.0
2015,16,UNK,0.0
2015,16,Y10-14,0.0
2015,16,Y15-19,6.0
2015,16,Y20-24,3.0
2015,16,Y25-29,3.0
2015,16,Y30-34,7.0
2015,16,Y35-39,10.0
2015,16,Y40-44,24.0
2015,16,Y45-49,22.0
2015,16,Y5-9,0.0
2015,16,Y50-54,48.0
2015,16,Y55-59,76.0
2015,16,Y60-64,93.0
2015,16,Y65-69,160.0
2015,16,Y70-74,162.0
2015,16,Y75-79,316.0
2015,16,Y80-84,474.0
2015,16,Y85-89,562.0
2015,16,Y_GE90,453.0
2015,16,Y_LT5,7.0
2015,17,UNK,0.0
2015,17,Y10-14,1.0
2015,17,Y15-19,1.0
2015,17,Y20-24,5.0
2015,17,Y25-29,9.0
2015,17,Y30-34,10.0
2015,17,Y35-39,12.0
2015,17,Y40-44,24.0
2015,17,Y45-49,29.0
2015,17,Y5-9,2.0
2015,17,Y50-54,51.0
2015,17,Y55-59,77.0
2015,17,Y60-64,91.0
2015,17,Y65-69,136.0
2015,17,Y70-74,163.0
2015,17,Y75-79,304.0
2015,17,Y80-84,432.0
2015,17,Y85-89,494.0
2015,17,Y_GE90,388.0
2015,17,Y_LT5,11.0
2015,18,UNK,0.0
2015,18,Y10-14,0.0
2015,18,Y15-19,3.0
2015,18,Y20-24,4.0
2015,18,Y25-29,7.0
2015,18,Y30-34,4.0
2015,18,Y35-39,14.0
2015,18,Y40-44,20.0
2015,18,Y45-49,49.0
2015,18,Y5-9,1.0
2015,18,Y50-54,50.0
2015,18,Y55-59,73.0
2015,18,Y60-64,93.0
2015,18,Y65-69,152.0
2015,18,Y70-74,183.0
2015,18,Y75-79,293.0
2015,18,Y80-84,486.0
2015,18,Y85-89,458.0
2015,18,Y_GE90,390.0
2015,18,Y_LT5,7.0
2015,19,UNK,0.0
2015,19,Y10-14,0.0
2015,19,Y15-19,0.0
2015,19,Y20-24,5.0
2015,19,Y25-29,4.0
2015,19,Y30-34,7.0
2015,19,Y35-39,12.0
2015,19,Y40-44,22.0
2015,19,Y45-49,36.0
2015,19,Y5-9,0.0
2015,19,Y50-54,56.0
2015,19,Y55-59,81.0
2015,19,Y60-64,98.0
2015,19,Y65-69,144.0
2015,19,Y70-74,166.0
2015,19,Y75-79,295.0
2015,19,Y80-84,482.0
2015,19,Y85-89,524.0
2015,19,Y_GE90,386.0
2015,19,Y_LT5,9.0
2015,20,UNK,0.0
2015,20,Y10-14,1.0
2015,20,Y15-19,5.0
2015,20,Y20-24,3.0
2015,20,Y25-29,2.0
2015,20,Y30-34,6.0
2015,20,Y35-39,11.0
2015,20,Y40-44,16.0
2015,20,Y45-49,15.0
2015,20,Y5-9,0.0
2015,20,Y50-54,41.0
2015,20,Y55-59,58.0
2015,20,Y60-64,100.0
2015,20,Y65-69,128.0
2015,20,Y70-74,149.0
2015,20,Y75-79,283.0
2015,20,Y80-84,436.0
2015,20,Y85-89,438.0
2015,20,Y_GE90,318.0
2015,20,Y_LT5,5.0
2015,21,UNK,0.0
2015,21,Y10-14,1.0
2015,21,Y15-19,3.0
2015,21,Y20-24,2.0
2015,21,Y25-29,4.0
2015,21,Y30-34,12.0
2015,21,Y35-39,15.0
2015,21,Y40-44,17.0
2015,21,Y45-49,38.0
2015,21,Y5-9,1.0
2015,21,Y50-54,46.0
2015,21,Y55-59,72.0
2015,21,Y60-64,109.0
2015,21,Y65-69,145.0
2015,21,Y70-74,129.0
2015,21,Y75-79,286.0
2015,21,Y80-84,424.0
2015,21,Y85-89,436.0
2015,21,Y_GE90,321.0
2015,21,Y_LT5,14.0
2015,22,UNK,0.0
2015,22,Y10-14,0.0
2015,22,Y15-19,1.0
2015,22,Y20-24,3.0
2015,22,Y25-29,5.0
2015,22,Y30-34,12.0
2015,22,Y35-39,8.0
2015,22,Y40-44,20.0
2015,22,Y45-49,21.0
2015,22,Y5-9,0.0
2015,22,Y50-54,52.0
2015,22,Y55-59,68.0
2015,22,Y60-64,91.0
2015,22,Y65-69,125.0
2015,22,Y70-74,154.0
2015,22,Y75-79,248.0
2015,22,Y80-84,378.0
2015,22,Y85-89,426.0
2015,22,Y_GE90,319.0
2015,22,Y_LT5,10.0
2015,23,UNK,0.0
2015,23,Y10-14,0.0
2015,23,Y15-19,4.0
2015,23,Y20-24,7.0
2015,23,Y25-29,6.0
2015,23,Y30-34,14.0
2015,23,Y35-39,16.0
2015,23,Y40-44,20.0
2015,23,Y45-49,22.0
2015,23,Y5-9,0.0
2015,23,Y50-54,53.0
2015,23,Y55-59,70.0
2015,23,Y60-64,88.0
2015,23,Y65-69,136.0
2015,23,Y70-74,150.0
2015,23,Y75-79,298.0
2015,23,Y80-84,368.0
2015,23,Y85-89,469.0
2015,23,Y_GE90,358.0
2015,23,Y_LT5,11.0
2015,24,UNK,0.0
2015,24,Y10-14,1.0
2015,24,Y15-19,2.0
2015,24,Y20-24,4.0
2015,24,Y25-29,8.0
2015,24,Y30-34,12.0
2015,24,Y35-39,8.0
2015,24,Y40-44,12.0
2015,24,Y45-49,36.0
2015,24,Y5-9,2.0
2015,24,Y50-54,44.0
2015,24,Y55-59,68.0
2015,24,Y60-64,95.0
2015,24,Y65-69,153.0
2015,24,Y70-74,186.0
2015,24,Y75-79,275.0
2015,24,Y80-84,429.0
2015,24,Y85-89,452.0
2015,24,Y_GE90,314.0
2015,24,Y_LT5,6.0
2015,25,UNK,0.0
2015,25,Y10-14,1.0
2015,25,Y15-19,1.0
2015,25,Y20-24,4.0
2015,25,Y25-29,7.0
2015,25,Y30-34,6.0
2015,25,Y35-39,14.0
2015,25,Y40-44,18.0
2015,25,Y45-49,30.0
2015,25,Y5-9,1.0
2015,25,Y50-54,39.0
2015,25,Y55-59,75.0
2015,25,Y60-64,97.0
2015,25,Y65-69,140.0
2015,25,Y70-74,184.0
2015,25,Y75-79,293.0
2015,25,Y80-84,468.0
2015,25,Y85-89,479.0
2015,25,Y_GE90,375.0
2015,25,Y_LT5,3.0
2015,26,UNK,0.0
2015,26,Y10-14,0.0
2015,26,Y15-19,2.0
2015,26,Y20-24,3.0
2015,26,Y25-29,11.0
2015,26,Y30-34,9.0
2015,26,Y35-39,7.0
2015,26,Y40-44,15.0
2015,26,Y45-49,32.0
2015,26,Y5-9,0.0
2015,26,Y50-54,36.0
2015,26,Y55-59,88.0
2015,26,Y60-64,90.0
2015,26,Y65-69,122.0
2015,26,Y70-74,146.0
2015,26,Y75-79,251.0
2015,26,Y80-84,391.0
2015,26,Y85-89,396.0
2015,26,Y_GE90,314.0
2015,26,Y_LT5,9.0
2015,27,UNK,0.0
2015,27,Y10-14,2.0
2015,27,Y15-19,3.0
2015,27,Y20-24,3.0
2015,27,Y25-29,8.0
2015,27,Y30-34,7.0
2015,27,Y35-39,15.0
2015,27,Y40-44,17.0
2015,27,Y45-49,27.0
2015,27,Y5-9,2.0
2015,27,Y50-54,47.0
2015,27,Y55-59,77.0
2015,27,Y60-64,91.0
2015,27,Y65-69,138.0
2015,27,Y70-74,153.0
2015,27,Y75-79,283.0
2015,27,Y80-84,358.0
2015,27,Y85-89,395.0
2015,27,Y_GE90,282.0
2015,27,Y_LT5,9.0
2015,28,UNK,0.0
2015,28,Y10-14,2.0
2015,28,Y15-19,3.0
2015,28,Y20-24,3.0
2015,28,Y25-29,4.0
2015,28,Y30-34,6.0
2015,28,Y35-39,12.0
2015,28,Y40-44,16.0
2015,28,Y45-49,29.0
2015,28,Y5-9,2.0
2015,28,Y50-54,48.0
2015,28,Y55-59,74.0
2015,28,Y60-64,105.0
2015,28,Y65-69,130.0
2015,28,Y70-74,179.0
2015,28,Y75-79,282.0
2015,28,Y80-84,452.0
2015,28,Y85-89,544.0
2015,28,Y_GE90,375.0
2015,28,Y_LT5,5.0
2015,29,UNK,0.0
2015,29,Y10-14,1.0
2015,29,Y15-19,3.0
2015,29,Y20-24,4.0
2015,29,Y25-29,11.0
2015,29,Y30-34,4.0
2015,29,Y35-39,16.0
2015,29,Y40-44,16.0
2015,29,Y45-49,33.0
2015,29,Y5-9,2.0
2015,29,Y50-54,49.0
2015,29,Y55-59,71.0
2015,29,Y60-64,104.0
2015,29,Y65-69,141.0
2015,29,Y70-74,150.0
2015,29,Y75-79,256.0
2015,29,Y80-84,463.0
2015,29,Y85-89,472.0
2015,29,Y_GE90,394.0
2015,29,Y_LT5,7.0
2015,30,UNK,0.0
2015,30,Y10-14,1.0
2015,30,Y15-19,4.0
2015,30,Y20-24,3.0
2015,30,Y25-29,0.0
2015,30,Y30-34,7.0
2015,30,Y35-39,10.0
2015,30,Y40-44,27.0
2015,30,Y45-49,31.0
2015,30,Y5-9,0.0
2015,30,Y50-54,52.0
2015,30,Y55-59,73.0
2015,30,Y60-64,96.0
2015,30,Y65-69,137.0
2015,30,Y70-74,177.0
2015,30,Y75-79,284.0
2015,30,Y80-84,525.0
2015,30,Y85-89,557.0
2015,30,Y_GE90,448.0
2015,30,Y_LT5,11.0
2015,31,UNK,0.0
2015,31,Y10-14,0.0
2015,31,Y15-19,4.0
2015,31,Y20-24,3.0
2015,31,Y25-29,7.0
2015,31,Y30-34,7.0
2015,31,Y35-39,9.0
2015,31,Y40-44,14.0
2015,31,Y45-49,34.0
2015,31,Y5-9,2.0
2015,31,Y50-54,45.0
2015,31,Y55-59,63.0
2015,31,Y60-64,91.0
2015,31,Y65-69,160.0
2015,31,Y70-74,171.0
2015,31,Y75-79,307.0
2015,31,Y80-84,523.0
2015,31,Y85-89,593.0
2015,31,Y_GE90,437.0
2015,31,Y_LT5,9.0
2015,32,UNK,0.0
2015,32,Y10-14,3.0
2015,32,Y15-19,8.0
2015,32,Y20-24,8.0
2015,32,Y25-29,8.0
2015,32,Y30-34,4.0
2015,32,Y35-39,17.0
2015,32,Y40-44,13.0
2015,32,Y45-49,38.0
2015,32,Y5-9,1.0
2015,32,Y50-54,38.0
2015,32,Y55-59,83.0
2015,32,Y60-64,104.0
2015,32,Y65-69,165.0
2015,32,Y70-74,165.0
2015,32,Y75-79,312.0
2015,32,Y80-84,469.0
2015,32,Y85-89,540.0
2015,32,Y_GE90,392.0
2015,32,Y_LT5,4.0
2015,33,UNK,0.0
2015,33,Y10-14,0.0
2015,33,Y15-19,3.0
2015,33,Y20-24,2.0
2015,33,Y25-29,5.0
2015,33,Y30-34,10.0
2015,33,Y35-39,9.0
2015,33,Y40-44,24.0
2015,33,Y45-49,35.0
2015,33,Y5-9,0.0
2015,33,Y50-54,46.0
2015,33,Y55-59,70.0
2015,33,Y60-64,82.0
2015,33,Y65-69,139.0
2015,33,Y70-74,182.0
2015,33,Y75-79,302.0
2015,33,Y80-84,461.0
2015,33,Y85-89,504.0
2015,33,Y_GE90,358.0
2015,33,Y_LT5,10.0
2015,34,UNK,0.0
2015,34,Y10-14,0.0
2015,34,Y15-19,3.0
2015,34,Y20-24,2.0
2015,34,Y25-29,1.0
2015,34,Y30-34,10.0
2015,34,Y35-39,12.0
2015,34,Y40-44,21.0
2015,34,Y45-49,36.0
2015,34,Y5-9,0.0
2015,34,Y50-54,44.0
2015,34,Y55-59,75.0
2015,34,Y60-64,100.0
2015,34,Y65-69,135.0
2015,34,Y70-74,165.0
2015,34,Y75-79,264.0
2015,34,Y80-84,392.0
2015,34,Y85-89,460.0
2015,34,Y_GE90,352.0
2015,34,Y_LT5,9.0
2015,35,UNK,0.0
2015,35,Y10-14,1.0
2015,35,Y15-19,3.0
2015,35,Y20-24,8.0
2015,35,Y25-29,7.0
2015,35,Y30-34,7.0
2015,35,Y35-39,14.0
2015,35,Y40-44,20.0
2015,35,Y45-49,25.0
2015,35,Y5-9,2.0
2015,35,Y50-54,53.0
2015,35,Y55-59,72.0
2015,35,Y60-64,103.0
2015,35,Y65-69,123.0
2015,35,Y70-74,153.0
2015,35,Y75-79,289.0
2015,35,Y80-84,383.0
2015,35,Y85-89,452.0
2015,35,Y_GE90,332.0
2015,35,Y_LT5,8.0
2015,36,UNK,0.0
2015,36,Y10-14,0.0
2015,36,Y15-19,3.0
2015,36,Y20-24,3.0
2015,36,Y25-29,6.0
2015,36,Y30-34,10.0
2015,36,Y35-39,9.0
2015,36,Y40-44,20.0
2015,36,Y45-49,38.0
2015,36,Y5-9,0.0
2015,36,Y50-54,41.0
2015,36,Y55-59,86.0
2015,36,Y60-64,119.0
2015,36,Y65-69,160.0
2015,36,Y70-74,170.0
2015,36,Y75-79,296.0
2015,36,Y80-84,461.0
2015,36,Y85-89,481.0
2015,36,Y_GE90,368.0
2015,36,Y_LT5,5.0
2015,37,UNK,0.0
2015,37,Y10-14,2.0
2015,37,Y15-19,4.0
2015,37,Y20-24,6.0
2015,37,Y25-29,7.0
2015,37,Y30-34,3.0
2015,37,Y35-39,23.0
2015,37,Y40-44,16.0
2015,37,Y45-49,26.0
2015,37,Y5-9,2.0
2015,37,Y50-54,44.0
2015,37,Y55-59,77.0
2015,37,Y60-64,103.0
2015,37,Y65-69,148.0
2015,37,Y70-74,160.0
2015,37,Y75-79,251.0
2015,37,Y80-84,359.0
2015,37,Y85-89,454.0
2015,37,Y_GE90,339.0
2015,37,Y_LT5,16.0
2015,38,UNK,0.0
2015,38,Y10-14,0.0
2015,38,Y15-19,3.0
2015,38,Y20-24,4.0
2015,38,Y25-29,6.0
2015,38,Y30-34,6.0
2015,38,Y35-39,11.0
2015,38,Y40-44,18.0
2015,38,Y45-49,32.0
2015,38,Y5-9,0.0
2015,38,Y50-54,36.0
2015,38,Y55-59,67.0
2015,38,Y60-64,90.0
2015,38,Y65-69,122.0
2015,38,Y70-74,164.0
2015,38,Y75-79,263.0
2015,38,Y80-84,395.0
2015,38,Y85-89,421.0
2015,38,Y_GE90,335.0
2015,38,Y_LT5,9.0
2015,39,UNK,0.0
2015,39,Y10-14,0.0
2015,39,Y15-19,3.0
2015,39,Y20-24,11.0
2015,39,Y25-29,2.0
2015,39,Y30-34,8.0
2015,39,Y35-39,10.0
2015,39,Y40-44,17.0
2015,39,Y45-49,33.0
2015,39,Y5-9,2.0
2015,39,Y50-54,38.0
2015,39,Y55-59,61.0
2015,39,Y60-64,105.0
2015,39,Y65-69,130.0
2015,39,Y70-74,174.0
2015,39,Y75-79,249.0
2015,39,Y80-84,385.0
2015,39,Y85-89,387.0
2015,39,Y_GE90,297.0
2015,39,Y_LT5,7.0
2015,40,UNK,0.0
2015,40,Y10-14,1.0
2015,40,Y15-19,1.0
2015,40,Y20-24,2.0
2015,40,Y25-29,4.0
2015,40,Y30-34,1.0
2015,40,Y35-39,12.0
2015,40,Y40-44,18.0
2015,40,Y45-49,24.0
2015,40,Y5-9,0.0
2015,40,Y50-54,37.0
2015,40,Y55-59,66.0
2015,40,Y60-64,87.0
2015,40,Y65-69,130.0
2015,40,Y70-74,145.0
2015,40,Y75-79,262.0
2015,40,Y80-84,344.0
2015,40,Y85-89,416.0
2015,40,Y_GE90,288.0
2015,40,Y_LT5,11.0
2015,41,UNK,0.0
2015,41,Y10-14,1.0
2015,41,Y15-19,2.0
2015,41,Y20-24,5.0
2015,41,Y25-29,3.0
2015,41,Y30-34,7.0
2015,41,Y35-39,12.0
2015,41,Y40-44,19.0
2015,41,Y45-49,24.0
2015,41,Y5-9,0.0
2015,41,Y50-54,46.0
2015,41,Y55-59,79.0
2015,41,Y60-64,83.0
2015,41,Y65-69,156.0
2015,41,Y70-74,146.0
2015,41,Y75-79,294.0
2015,41,Y80-84,439.0
2015,41,Y85-89,438.0
2015,41,Y_GE90,343.0
2015,41,Y_LT5,4.0
2015,42,UNK,0.0
2015,42,Y10-14,0.0
2015,42,Y15-19,4.0
2015,42,Y20-24,3.0
2015,42,Y25-29,5.0
2015,42,Y30-34,9.0
2015,42,Y35-39,17.0
2015,42,Y40-44,15.0
2015,42,Y45-49,28.0
2015,42,Y5-9,1.0
2015,42,Y50-54,34.0
2015,42,Y55-59,73.0
2015,42,Y60-64,90.0
2015,42,Y65-69,124.0
2015,42,Y70-74,189.0
2015,42,Y75-79,219.0
2015,42,Y80-84,417.0
2015,42,Y85-89,459.0
2015,42,Y_GE90,361.0
2015,42,Y_LT5,8.0
2015,43,UNK,0.0
2015,43,Y10-14,2.0
2015,43,Y15-19,1.0
2015,43,Y20-24,7.0
2015,43,Y25-29,6.0
2015,43,Y30-34,5.0
2015,43,Y35-39,14.0
2015,43,Y40-44,15.0
2015,43,Y45-49,39.0
2015,43,Y5-9,0.0
2015,43,Y50-54,39.0
2015,43,Y55-59,56.0
2015,43,Y60-64,97.0
2015,43,Y65-69,130.0
2015,43,Y70-74,146.0
2015,43,Y75-79,280.0
2015,43,Y80-84,425.0
2015,43,Y85-89,440.0
2015,43,Y_GE90,359.0
2015,43,Y_LT5,11.0
2015,44,UNK,0.0
2015,44,Y10-14,1.0
2015,44,Y15-19,0.0
2015,44,Y20-24,3.0
2015,44,Y25-29,5.0
2015,44,Y30-34,8.0
2015,44,Y35-39,7.0
2015,44,Y40-44,18.0
2015,44,Y45-49,37.0
2015,44,Y5-9,0.0
2015,44,Y50-54,51.0
2015,44,Y55-59,63.0
2015,44,Y60-64,93.0
2015,44,Y65-69,148.0
2015,44,Y70-74,162.0
2015,44,Y75-79,335.0
2015,44,Y80-84,385.0
2015,44,Y85-89,516.0
2015,44,Y_GE90,359.0
2015,44,Y_LT5,11.0
2015,45,UNK,0.0
2015,45,Y10-14,1.0
2015,45,Y15-19,2.0
2015,45,Y20-24,3.0
2015,45,Y25-29,2.0
2015,45,Y30-34,4.0
2015,45,Y35-39,7.0
2015,45,Y40-44,12.0
2015,45,Y45-49,29.0
2015,45,Y5-9,1.0
2015,45,Y50-54,45.0
2015,45,Y55-59,74.0
2015,45,Y60-64,113.0
2015,45,Y65-69,130.0
2015,45,Y70-74,178.0
2015,45,Y75-79,307.0
2015,45,Y80-84,457.0
2015,45,Y85-89,540.0
2015,45,Y_GE90,430.0
2015,45,Y_LT5,2.0
2015,46,UNK,0.0
2015,46,Y10-14,3.0
2015,46,Y15-19,2.0
2015,46,Y20-24,3.0
2015,46,Y25-29,5.0
2015,46,Y30-34,7.0
2015,46,Y35-39,13.0
2015,46,Y40-44,12.0
2015,46,Y45-49,30.0
2015,46,Y5-9,1.0
2015,46,Y50-54,61.0
2015,46,Y55-59,68.0
2015,46,Y60-64,107.0
2015,46,Y65-69,167.0
2015,46,Y70-74,152.0
2015,46,Y75-79,292.0
2015,46,Y80-84,471.0
2015,46,Y85-89,561.0
2015,46,Y_GE90,400.0
2015,46,Y_LT5,8.0
2015,47,UNK,0.0
2015,47,Y10-14,1.0
2015,47,Y15-19,3.0
2015,47,Y20-24,4.0
2015,47,Y25-29,4.0
2015,47,Y30-34,11.0
2015,47,Y35-39,10.0
2015,47,Y40-44,20.0
2015,47,Y45-49,29.0
2015,47,Y5-9,0.0
2015,47,Y50-54,43.0
2015,47,Y55-59,80.0
