new_cases_0_17,new_cases_18_39,new_cases_40_64,new_cases_65,new_deaths_0_17,new_deaths_18_39,new_deaths_40_64,new_deaths_65,date,icu_0_17,icu_18_39,icu_40_64,icu_65,DisplayDate,new_cases_0_64,new_cases_0_64_7day,new_cases_65_7day,max_new_cases_0_64,max_new_cases_65,new_cases_%_of_max_0_64,new_cases_%_of_max_65,icu_0_64,icu_0_64_7day,icu_65_7day,max_icu_0_64,max_icu_65,icu_%_of_max_0_64,icu_%_of_max_65,new_deaths_0_64,new_deaths_0_64_7day,new_deaths_65_7day,max_new_deaths_0_64,max_new_deaths_65,new_deaths_%_of_max_0_64,new_deaths_%_of_max_65,new_cases_65_7day_share,new_cases_0_64_7day_share
296.0,633.0,509.0,143.0,0.0,0.0,9.0,28.0,2021-08-29,1,14,155,164,29/08/21,1438.0,2871.4285714285716,289.7142857142857,6029.285714285715,786.0,0.47624689017888877,0.3685932388222465,170,166.71428571428572,164.28571428571428,315.7142857142857,521.7142857142857,0.528054298642534,0.3148959474260679,9.0,5.285714285714286,30.714285714285715,16.857142857142858,68.28571428571429,0.3135593220338983,0.4497907949790795,0.09164859002169197,0.908351409978308
462.0,865.0,797.0,218.0,0.0,0.0,2.0,18.0,2021-08-30,1,13,156,168,30/08/21,2124.0,2834.8571428571427,285.57142857142856,6029.285714285715,786.0,0.4701812581447695,0.3633224282079244,170,167.85714285714286,165.85714285714286,315.7142857142857,521.7142857142857,0.5316742081447964,0.31790799561883903,2.0,4.571428571428571,28.857142857142858,16.857142857142858,68.28571428571429,0.2711864406779661,0.4225941422594142,0.09151673304948954,0.9084832669505105
835.0,1684.0,1393.0,394.0,0.0,1.0,5.0,29.0,2021-08-31,1,13,160,170,31/08/21,3912.0,2745.0,276.14285714285717,6029.285714285715,786.0,0.45527781068593765,0.351326790258088,174,169.71428571428572,166.57142857142858,315.7142857142857,521.7142857142857,0.5375565610859728,0.31927710843373497,6.0,4.571428571428571,27.571428571428573,16.857142857142858,68.28571428571429,0.2711864406779661,0.403765690376569,0.09140344240590127,0.9085965575940986
529.0,1104.0,966.0,268.0,0.0,0.0,14.0,38.0,2021-09-01,1,12,156,177,01/09/21,2599.0,2695.8571428571427,268.57142857142856,6029.285714285715,786.0,0.44712711764009,0.341693929480189,169,170.28571428571428,168.0,315.7142857142857,521.7142857142857,0.539366515837104,0.3220153340635269,14.0,6.0,27.428571428571427,16.857142857142858,68.28571428571429,0.3559322033898305,0.40167364016736395,0.09059804346778469,0.9094019565322153
598.0,1121.0,853.0,264.0,0.0,0.0,4.0,30.0,2021-09-02,1,13,165,183,02/09/21,2572.0,2601.285714285714,264.2857142857143,6029.285714285715,786.0,0.4314417723018599,0.3362413667757179,179,171.85714285714286,170.14285714285714,315.7142857142857,521.7142857142857,0.5443438914027149,0.3261226725082147,4.0,6.0,28.0,16.857142857142858,68.28571428571429,0.3559322033898305,0.41004184100418406,0.09222792761354005,0.90777207238646
548.0,1027.0,890.0,249.0,0.0,1.0,5.0,30.0,2021-09-03,1,14,166,183,03/09/21,2465.0,2555.8571428571427,259.2857142857143,6029.285714285715,786.0,0.4239071200094775,0.3298800436205016,181,173.28571428571428,172.57142857142858,315.7142857142857,521.7142857142857,0.5488687782805429,0.33077765607886095,6.0,6.571428571428571,29.428571428571427,16.857142857142858,68.28571428571429,0.38983050847457623,0.43096234309623427,0.09210392773774485,0.9078960722622552
460.0,798.0,773.0,251.0,0.0,0.0,10.0,20.0,2021-09-04,1,15,177,188,04/09/21,2031.0,2448.714285714286,255.28571428571428,6029.285714285715,786.0,0.406136713659519,0.3247909850963286,193,176.57142857142858,176.14285714285714,315.7142857142857,521.7142857142857,0.5592760180995475,0.3376232201533407,10.0,7.285714285714286,27.571428571428573,16.857142857142858,68.28571428571429,0.43220338983050843,0.403765690376569,0.09441039729501267,0.9055896027049873
250.0,457.0,428.0,149.0,0.0,1.0,3.0,39.0,2021-09-05,1,17,177,186,05/09/21,1135.0,2405.4285714285716,256.14285714285717,6029.285714285715,786.0,0.39895746949413574,0.32588149763722285,195,180.14285714285714,179.28571428571428,315.7142857142857,521.7142857142857,0.5705882352941176,0.3436473165388828,4.0,6.571428571428571,29.142857142857142,16.857142857142858,68.28571428571429,0.38983050847457623,0.4267782426778242,0.09623745370618861,0.9037625462938114
342.0,639.0,606.0,177.0,0.0,1.0,7.0,39.0,2021-09-06,1,17,173,188,06/09/21,1587.0,2328.714285714286,250.28571428571428,6029.285714285715,786.0,0.3862338585475654,0.31842966194111233,191,183.14285714285714,182.14285714285714,315.7142857142857,521.7142857142857,0.5800904977375565,0.3491237677984666,8.0,7.428571428571429,32.142857142857146,16.857142857142858,68.28571428571429,0.4406779661016949,0.4707112970711297,0.09704758211931534,0.9029524178806847
698.0,1217.0,1187.0,340.0,0.0,0.0,10.0,28.0,2021-09-07,1,16,170,201,07/09/21,3102.0,2213.0,242.57142857142858,6029.285714285715,786.0,0.3670418196896102,0.30861504907306436,187,185.0,186.57142857142858,315.7142857142857,521.7142857142857,0.5859728506787331,0.3576122672508215,10.0,8.0,32.0,16.857142857142858,68.28571428571429,0.4745762711864407,0.46861924686192463,0.09878410611437548,0.9012158938856246
403.0,797.0,755.0,243.0,0.0,0.0,5.0,38.0,2021-09-08,1,16,170,203,08/09/21,1955.0,2121.0,239.0,6029.285714285715,786.0,0.3517829641037791,0.30407124681933845,187,187.57142857142858,190.28571428571428,315.7142857142857,521.7142857142857,0.5941176470588235,0.36473165388828044,5.0,6.714285714285714,32.0,16.857142857142858,68.28571428571429,0.3983050847457627,0.46861924686192463,0.10127118644067797,0.898728813559322
481.0,741.0,702.0,239.0,0.0,1.0,6.0,39.0,2021-09-09,1,15,171,197,09/09/21,1924.0,2028.4285714285713,235.42857142857142,6029.285714285715,786.0,0.33642933301741496,0.2995274445656125,187,188.71428571428572,192.28571428571428,315.7142857142857,521.7142857142857,0.597737556561086,0.36856516976998904,7.0,7.142857142857143,33.285714285714285,16.857142857142858,68.28571428571429,0.42372881355932207,0.48744769874476984,0.1039944468984666,0.8960055531015334
446.0,726.0,720.0,235.0,0.0,0.0,8.0,34.0,2021-09-10,1,16,167,194,10/09/21,1892.0,1946.5714285714287,233.42857142857142,6029.285714285715,786.0,0.3228527425660467,0.296982915303526,184,189.14285714285714,193.85714285714286,315.7142857142857,521.7142857142857,0.5990950226244344,0.37157721796276016,8.0,7.428571428571429,33.857142857142854,16.857142857142858,68.28571428571429,0.4406779661016949,0.4958158995815899,0.10707732634338138,0.8929226736566187
481.0,771.0,699.0,239.0,0.0,0.0,3.0,36.0,2021-09-11,1,17,172,185,11/09/21,1951.0,1935.142857142857,231.71428571428572,6029.285714285715,786.0,0.3209572325553844,0.2948018902217376,190,188.71428571428572,193.42857142857142,315.7142857142857,521.7142857142857,0.597737556561086,0.37075575027382257,3.0,6.428571428571429,36.142857142857146,16.857142857142858,68.28571428571429,0.3813559322033898,0.5292887029288703,0.10693565400843884,0.8930643459915613
298.0,462.0,455.0,105.0,0.0,1.0,2.0,25.0,2021-09-12,1,17,175,185,12/09/21,1215.0,1946.5714285714287,225.42857142857142,6029.285714285715,786.0,0.3228527425660467,0.2868047982551799,193,188.42857142857142,193.28571428571428,315.7142857142857,521.7142857142857,0.5968325791855204,0.3704819277108434,3.0,6.285714285714286,34.142857142857146,16.857142857142858,68.28571428571429,0.3728813559322034,0.5,0.1037884767166535,0.8962115232833465
387.0,555.0,517.0,149.0,0.0,0.0,10.0,44.0,2021-09-13,1,16,174,188,13/09/21,1459.0,1928.2857142857142,221.42857142857142,6029.285714285715,786.0,0.31981992654898705,0.2817157397310069,191,188.42857142857142,193.28571428571428,315.7142857142857,521.7142857142857,0.5968325791855204,0.3704819277108434,10.0,6.571428571428571,34.857142857142854,16.857142857142858,68.28571428571429,0.38983050847457623,0.510460251046025,0.10300372142477404,0.8969962785752259
805.0,1258.0,1214.0,311.0,0.0,1.0,9.0,35.0,2021-09-14,1,16,170,182,14/09/21,3277.0,1953.2857142857142,217.28571428571428,6029.285714285715,786.0,0.3239663546973107,0.27644492911668483,187,188.42857142857142,190.57142857142858,315.7142857142857,521.7142857142857,0.5968325791855204,0.36527929901423883,10.0,6.571428571428571,35.857142857142854,16.857142857142858,68.28571428571429,0.38983050847457623,0.5251046025104602,0.10010530472554956,0.8998946952744504
567.0,803.0,775.0,261.0,0.0,0.0,8.0,35.0,2021-09-15,1,16,168,179,15/09/21,2145.0,1980.4285714285713,219.85714285714286,6029.285714285715,786.0,0.3284681909726335,0.2797164667393675,185,188.14285714285714,187.14285714285714,315.7142857142857,521.7142857142857,0.5959276018099547,0.35870755750273825,8.0,7.0,35.42857142857143,16.857142857142858,68.28571428571429,0.4152542372881356,0.5188284518828452,0.09992208804051422,0.9000779119594857
567.0,737.0,773.0,250.0,0.0,1.0,7.0,35.0,2021-09-16,1,15,166,177,16/09/21,2077.0,2002.2857142857142,221.42857142857142,6029.285714285715,786.0,0.3320933538680251,0.2817157397310069,182,187.42857142857142,184.28571428571428,315.7142857142857,521.7142857142857,0.5936651583710407,0.35323110624315446,8.0,7.142857142857143,34.857142857142854,16.857142857142858,68.28571428571429,0.42372881355932207,0.510460251046025,0.09957599897211872,0.9004240010278812
560.0,716.0,711.0,244.0,0.0,0.0,8.0,32.0,2021-09-17,1,16,164,171,17/09/21,1987.0,2015.857142857143,222.71428571428572,6029.285714285715,786.0,0.3343442720056865,0.28335150854234825,181,187.0,181.0,315.7142857142857,521.7142857142857,0.5923076923076923,0.3469331872946331,8.0,7.142857142857143,34.57142857142857,16.857142857142858,68.28571428571429,0.42372881355932207,0.506276150627615,0.09948947032546268,0.9005105296745374
586.0,670.0,705.0,228.0,0.0,0.0,6.0,33.0,2021-09-18,1,15,165,167,18/09/21,1961.0,2017.2857142857142,221.14285714285714,6029.285714285715,786.0,0.3345812107570193,0.2813522355507088,181,185.71428571428572,178.42857142857142,315.7142857142857,521.7142857142857,0.5882352941176471,0.3420043811610077,6.0,7.571428571428571,34.142857142857146,16.857142857142858,68.28571428571429,0.4491525423728813,0.5,0.09879379666858126,0.9012062033314187
340.0,429.0,400.0,116.0,0.0,0.0,9.0,24.0,2021-09-19,1,15,161,171,19/09/21,1169.0,2010.7142857142858,222.71428571428572,6029.285714285715,786.0,0.3334912925008885,0.28335150854234825,177,183.42857142857142,176.42857142857142,315.7142857142857,521.7142857142857,0.5809954751131221,0.338170865279299,9.0,8.428571428571429,34.0,16.857142857142858,68.28571428571429,0.5,0.49790794979079495,0.09971856210822566,0.9002814378917743
581.0,644.0,696.0,203.0,0.0,0.0,3.0,36.0,2021-09-20,1,12,157,172,20/09/21,1921.0,2076.714285714286,230.42857142857142,6029.285714285715,786.0,0.34443786281246297,0.2931661214103962,170,180.42857142857142,174.14285714285714,315.7142857142857,521.7142857142857,0.5714932126696832,0.333789704271632,3.0,7.428571428571429,32.857142857142854,16.857142857142858,68.28571428571429,0.4406779661016949,0.48117154811715473,0.09987616099071206,0.9001238390092878
1003.0,1134.0,1181.0,376.0,0.0,0.0,10.0,33.0,2021-09-21,0,14,152,167,21/09/21,3318.0,2082.5714285714284,239.71428571428572,6029.285714285715,786.0,0.3454093116929273,0.3049800072700836,166,177.42857142857142,172.0,315.7142857142857,521.7142857142857,0.5619909502262443,0.32968236582694416,10.0,7.428571428571429,32.57142857142857,16.857142857142858,68.28571428571429,0.4406779661016949,0.4769874476987447,0.1032234251968504,0.8967765748031495
693.0,698.0,697.0,241.0,0.0,0.0,7.0,20.0,2021-09-22,0,14,151,168,22/09/21,2088.0,2074.4285714285716,236.85714285714286,6029.285714285715,786.0,0.34405876081033054,0.3013449654671029,165,174.57142857142858,170.42857142857142,315.7142857142857,521.7142857142857,0.5529411764705883,0.3266703176341731,7.0,7.285714285714286,30.428571428571427,16.857142857142858,68.28571428571429,0.43220338983050843,0.44560669456066937,0.10247852154026825,0.8975214784597318
582.0,664.0,644.0,260.0,0.0,1.0,5.0,25.0,2021-09-23,0,12,152,167,23/09/21,1890.0,2047.7142857142858,238.28571428571428,6029.285714285715,786.0,0.3396280061604075,0.3031624863685932,164,172.0,169.0,315.7142857142857,521.7142857142857,0.5447963800904977,0.32393209200438117,6.0,7.0,29.0,16.857142857142858,68.28571428571429,0.4152542372881356,0.4246861924686192,0.10423697037870266,0.8957630296212974
657.0,561.0,614.0,201.0,0.0,1.0,6.0,26.0,2021-09-24,0,12,150,169,24/09/21,1832.0,2025.5714285714287,232.14285714285714,6029.285714285715,786.0,0.3359554555147494,0.29534714649218463,162,169.28571428571428,168.71428571428572,315.7142857142857,521.7142857142857,0.5361990950226244,0.3233844468784228,7.0,6.857142857142857,28.142857142857142,16.857142857142858,68.28571428571429,0.4067796610169491,0.41213389121338906,0.10282207036193368,0.8971779296380663
490.0,576.0,576.0,172.0,0.0,1.0,1.0,14.0,2021-09-25,0,11,153,169,25/09/21,1642.0,1980.0,224.14285714285714,6029.285714285715,786.0,0.3283971093472337,0.2851690294438386,164,166.85714285714286,169.0,315.7142857142857,521.7142857142857,0.5285067873303168,0.32393209200438117,2.0,6.285714285714286,25.428571428571427,16.857142857142858,68.28571428571429,0.3728813559322034,0.37238493723849364,0.10169161967723117,0.8983083803227687
303.0,326.0,334.0,137.0,0.0,1.0,5.0,18.0,2021-09-26,0,12,149,176,26/09/21,963.0,1950.5714285714287,227.14285714285714,6029.285714285715,786.0,0.3235161710697785,0.2889858233369684,161,164.57142857142858,169.71428571428572,315.7142857142857,521.7142857142857,0.5212669683257919,0.32530120481927716,6.0,5.857142857142857,24.571428571428573,16.857142857142858,68.28571428571429,0.34745762711864403,0.3598326359832636,0.10430333245867227,0.8956966675413277
620.0,589.0,717.0,197.0,0.0,1.0,14.0,33.0,2021-09-27,0,11,143,169,27/09/21,1926.0,1951.2857142857142,226.28571428571428,6029.285714285715,786.0,0.3236346404454448,0.28789531079607417,154,162.28571428571428,169.28571428571428,315.7142857142857,521.7142857142857,0.5140271493212669,0.32447973713033956,15.0,7.571428571428571,24.142857142857142,16.857142857142858,68.28571428571429,0.4491525423728813,0.3535564853556485,0.1039165518598701,0.89608344814013
1002.0,942.0,999.0,345.0,0.0,0.0,6.0,18.0,2021-09-28,0,11,139,172,28/09/21,2943.0,1897.7142857142858,221.85714285714286,6029.285714285715,786.0,0.31474943727046556,0.28226099600145405,150,160.0,170.0,315.7142857142857,521.7142857142857,0.5067873303167421,0.3258488499452355,6.0,7.0,22.0,16.857142857142858,68.28571428571429,0.4152542372881356,0.3221757322175732,0.10467075554357351,0.8953292444564266
583.0,678.0,658.0,238.0,0.0,0.0,7.0,37.0,2021-09-29,0,12,141,170,29/09/21,1919.0,1873.5714285714287,221.42857142857142,6029.285714285715,786.0,0.3107451723729416,0.2817157397310069,153,158.28571428571428,170.28571428571428,315.7142857142857,521.7142857142857,0.5013574660633484,0.3263964950711939,7.0,7.0,24.428571428571427,16.857142857142858,68.28571428571429,0.4152542372881356,0.35774058577405854,0.10569382884418684,0.8943061711558132
607.0,669.0,702.0,253.0,0.0,0.0,5.0,28.0,2021-09-30,0,11,145,170,30/09/21,1978.0,1886.142857142857,220.42857142857142,6029.285714285715,786.0,0.31283023338467003,0.28044347509996365,156,157.14285714285714,170.71428571428572,315.7142857142857,521.7142857142857,0.4977375565610859,0.3272179627601315,5.0,6.857142857142857,24.857142857142858,16.857142857142858,68.28571428571429,0.4067796610169491,0.3640167364016736,0.10463854604638546,0.8953614539536146
794.0,698.0,823.0,285.0,0.0,0.0,4.0,28.0,2021-10-01,0,11,148,170,01/10/21,2315.0,1955.142857142857,232.42857142857142,6029.285714285715,786.0,0.32427437507404333,0.2957106506724827,159,156.71428571428572,170.85714285714286,315.7142857142857,521.7142857142857,0.49638009049773757,0.3274917853231107,4.0,6.428571428571429,25.142857142857142,16.857142857142858,68.28571428571429,0.3813559322033898,0.36820083682008364,0.10624959185006204,0.893750408149938
443.0,569.0,587.0,199.0,0.0,0.0,5.0,24.0,2021-10-02,0,11,147,174,02/10/21,1599.0,1949.0,236.28571428571428,6029.285714285715,786.0,0.3232555384433124,0.30061795710650674,158,155.85714285714286,171.57142857142858,315.7142857142857,521.7142857142857,0.49366515837104075,0.3288608981380066,5.0,6.857142857142857,26.571428571428573,16.857142857142858,68.28571428571429,0.4067796610169491,0.38912133891213385,0.10812577629600575,0.8918742237039943
308.0,347.0,376.0,111.0,0.0,0.0,6.0,25.0,2021-10-03,0,11,146,175,03/10/21,1031.0,1958.7142857142858,232.57142857142858,6029.285714285715,786.0,0.3248667219523753,0.2958924027626318,157,155.28571428571428,171.42857142857142,315.7142857142857,521.7142857142857,0.4918552036199095,0.32858707557502737,6.0,6.857142857142857,27.571428571428573,16.857142857142858,68.28571428571429,0.4067796610169491,0.403765690376569,0.10613468935393443,0.8938653106460657
614.0,613.0,690.0,208.0,0.0,1.0,8.0,27.0,2021-10-04,0,11,148,183,04/10/21,1917.0,1957.4285714285713,234.14285714285714,6029.285714285715,786.0,0.32465347707617576,0.29789167575427117,159,156.0,173.42857142857142,315.7142857142857,521.7142857142857,0.4941176470588235,0.332420591456736,9.0,6.0,26.714285714285715,16.857142857142858,68.28571428571429,0.3559322033898305,0.3912133891213389,0.10683788540512353,0.8931621145948765
906.0,877.0,972.0,329.0,0.0,0.0,5.0,30.0,2021-10-05,0,11,144,179,05/10/21,2755.0,1930.5714285714287,231.85714285714286,6029.285714285715,786.0,0.32019902855111954,0.2949836423118866,155,156.71428571428572,174.42857142857142,315.7142857142857,521.7142857142857,0.49638009049773757,0.33433734939759036,5.0,5.857142857142857,28.428571428571427,16.857142857142858,68.28571428571429,0.34745762711864403,0.4163179916317991,0.10722071744731453,0.8927792825526855
669.0,632.0,711.0,282.0,0.0,1.0,5.0,15.0,2021-10-06,0,11,144,192,06/10/21,2012.0,1943.857142857143,238.14285714285714,6029.285714285715,786.0,0.3224025589385144,0.3029807342784442,155,157.0,177.57142857142858,315.7142857142857,521.7142857142857,0.4972850678733032,0.3403614457831326,6.0,5.714285714285714,25.285714285714285,16.857142857142858,68.28571428571429,0.3389830508474576,0.37029288702928864,0.10913971454759722,0.8908602854524028
595.0,649.0,743.0,242.0,0.0,0.0,4.0,26.0,2021-10-07,0,11,137,187,07/10/21,1987.0,1945.142857142857,236.57142857142858,6029.285714285715,786.0,0.3226158038147139,0.3009814612868048,148,155.85714285714286,180.0,315.7142857142857,521.7142857142857,0.49366515837104075,0.3450164293537788,4.0,5.571428571428571,25.0,16.857142857142858,68.28571428571429,0.33050847457627114,0.36610878661087864,0.10843373493975904,0.891566265060241
635.0,656.0,756.0,228.0,0.0,0.0,9.0,18.0,2021-10-08,0,10,130,194,08/10/21,2047.0,1906.857142857143,228.42857142857142,6029.285714285715,786.0,0.3162658452789954,0.2906215921483097,140,153.14285714285714,183.42857142857142,315.7142857142857,521.7142857142857,0.4850678733031674,0.3515881708652793,9.0,6.285714285714286,23.571428571428573,16.857142857142858,68.28571428571429,0.3728813559322034,0.34518828451882844,0.10697798889409246,0.8930220111059076
528.0,661.0,717.0,256.0,0.0,0.0,9.0,27.0,2021-10-09,0,9,124,198,09/10/21,1906.0,1950.7142857142858,236.57142857142858,6029.285714285715,786.0,0.3235398649449117,0.3009814612868048,133,149.57142857142858,186.85714285714286,315.7142857142857,521.7142857142857,0.4737556561085973,0.3581599123767799,9.0,6.857142857142857,24.0,16.857142857142858,68.28571428571429,0.4067796610169491,0.3514644351464435,0.10815753379922932,0.8918424662007708
316.0,412.0,444.0,149.0,0.0,0.0,4.0,26.0,2021-10-10,0,9,128,196,10/10/21,1172.0,1970.857142857143,242.0,6029.285714285715,786.0,0.32688070133870395,0.30788804071246817,137,146.71428571428572,189.85714285714286,315.7142857142857,521.7142857142857,0.4647058823529412,0.36391018619934284,4.0,6.571428571428571,24.142857142857142,16.857142857142858,68.28571428571429,0.38983050847457623,0.3535564853556485,0.10936087798579727,0.8906391220142026
607.0,657.0,827.0,267.0,0.0,0.0,5.0,37.0,2021-10-11,0,9,131,191,11/10/21,2091.0,1995.7142857142858,250.42857142857142,6029.285714285715,786.0,0.3310034356118943,0.31861141403126136,140,144.0,191.0,315.7142857142857,521.7142857142857,0.45610859728506786,0.3661007667031764,5.0,6.0,25.571428571428573,16.857142857142858,68.28571428571429,0.3559322033898305,0.37447698744769875,0.11149271767474399,0.888507282325256
861.0,979.0,1037.0,361.0,0.0,0.0,8.0,25.0,2021-10-12,0,15,130,191,12/10/21,2877.0,2013.142857142857,255.0,6029.285714285715,786.0,0.3338940883781542,0.3244274809160305,145,142.57142857142858,192.71428571428572,315.7142857142857,521.7142857142857,0.4515837104072398,0.3693866374589267,8.0,6.428571428571429,24.857142857142858,16.857142857142858,68.28571428571429,0.3813559322033898,0.3640167364016736,0.11242678087799964,0.8875732191220005
613.0,687.0,780.0,232.0,0.0,0.0,5.0,26.0,2021-10-13,0,15,130,198,13/10/21,2080.0,2022.857142857143,247.85714285714286,6029.285714285715,786.0,0.3355052718872171,0.3153398764085787,145,141.14285714285714,193.57142857142858,315.7142857142857,521.7142857142857,0.44705882352941173,0.3710295728368018,5.0,6.285714285714286,26.428571428571427,16.857142857142858,68.28571428571429,0.3728813559322034,0.3870292887029288,0.10915382195659012,0.8908461780434098
639.0,765.0,867.0,301.0,0.0,0.0,7.0,41.0,2021-10-14,0,13,143,191,14/10/21,2271.0,2063.4285714285716,256.2857142857143,6029.285714285715,786.0,0.3422343324250681,0.32606324972737183,156,142.28571428571428,194.14285714285714,315.7142857142857,521.7142857142857,0.45067873303167416,0.37212486308871856,7.0,6.714285714285714,28.571428571428573,16.857142857142858,68.28571428571429,0.3983050847457627,0.41841004184100417,0.11048158640226628,0.8895184135977338
730.0,789.0,837.0,262.0,0.0,1.0,5.0,22.0,2021-10-15,1,14,148,205,15/10/21,2356.0,2107.5714285714284,261.14285714285717,6029.285714285715,786.0,0.349555739841251,0.33224282079243916,163,145.57142857142858,195.71428571428572,315.7142857142857,521.7142857142857,0.46108597285067876,0.3751369112814896,6.0,6.285714285714286,29.142857142857142,16.857142857142858,68.28571428571429,0.3728813559322034,0.4267782426778242,0.11024666787286654,0.8897533321271334
536.0,724.0,763.0,278.0,0.0,0.0,5.0,26.0,2021-10-16,1,13,147,200,16/10/21,2023.0,2124.285714285714,264.2857142857143,6029.285714285715,786.0,0.35232792323184453,0.3362413667757179,161,149.57142857142858,196.0,315.7142857142857,521.7142857142857,0.4737556561085973,0.375684556407448,5.0,5.714285714285714,29.0,16.857142857142858,68.28571428571429,0.3389830508474576,0.4246861924686192,0.11064593301435408,0.889354066985646
440.0,458.0,583.0,208.0,0.0,3.0,3.0,21.0,2021-10-17,1,12,150,194,17/10/21,1481.0,2168.4285714285716,272.7142857142857,6029.285714285715,786.0,0.3596493306480275,0.3469647400945111,163,153.28571428571428,195.71428571428572,315.7142857142857,521.7142857142857,0.48552036199095017,0.3751369112814896,6.0,6.0,28.285714285714285,16.857142857142858,68.28571428571429,0.3559322033898305,0.4142259414225941,0.11171582397003745,0.8882841760299626
868.0,895.0,1041.0,343.0,0.0,2.0,8.0,33.0,2021-10-18,1,10,149,187,18/10/21,2804.0,2270.285714285714,283.57142857142856,6029.285714285715,786.0,0.3765430636180547,0.36077789894583784,160,156.14285714285714,195.14285714285714,315.7142857142857,521.7142857142857,0.4945701357466063,0.3740416210295729,10.0,6.714285714285714,27.714285714285715,16.857142857142858,68.28571428571429,0.3983050847457627,0.40585774058577406,0.11103652738155172,0.8889634726184483
1094.0,1121.0,1282.0,426.0,0.0,0.0,3.0,26.0,2021-10-19,1,10,154,191,19/10/21,3497.0,2358.8571428571427,292.85714285714283,6029.285714285715,786.0,0.39123326620068705,0.37259178480552524,165,159.0,195.14285714285714,315.7142857142857,521.7142857142857,0.5036199095022624,0.3740416210295729,3.0,6.0,27.857142857142858,16.857142857142858,68.28571428571429,0.3559322033898305,0.40794979079497906,0.11044068527098373,0.8895593147290163
882.0,922.0,1072.0,376.0,0.0,0.0,9.0,29.0,2021-10-20,1,9,152,189,20/10/21,2876.0,2472.5714285714284,313.42857142857144,6029.285714285715,786.0,0.4100935908067764,0.3987640857869866,162,161.42857142857142,193.85714285714286,315.7142857142857,521.7142857142857,0.5113122171945701,0.37157721796276016,9.0,6.571428571428571,28.285714285714285,16.857142857142858,68.28571428571429,0.38983050847457623,0.4142259414225941,0.1125012819198031,0.8874987180801969
810.0,1038.0,1122.0,408.0,0.0,0.0,9.0,25.0,2021-10-21,0,9,148,190,21/10/21,2970.0,2572.4285714285716,328.7142857142857,6029.285714285715,786.0,0.4266556095249378,0.4182115594329335,157,161.57142857142858,193.71428571428572,315.7142857142857,521.7142857142857,0.511764705882353,0.37130339539978097,9.0,6.857142857142857,26.0,16.857142857142858,68.28571428571429,0.4067796610169491,0.38075313807531375,0.11330510143785699,0.886694898562143
964.0,1060.0,1118.0,399.0,0.0,0.0,5.0,31.0,2021-10-22,0,9,150,189,22/10/21,3142.0,2684.714285714286,348.2857142857143,6029.285714285715,786.0,0.44527899537969434,0.4431115957833515,159,161.0,191.42857142857142,315.7142857142857,521.7142857142857,0.5099547511312217,0.3669222343921139,5.0,6.714285714285714,27.285714285714285,16.857142857142858,68.28571428571429,0.3983050847457627,0.39958158995815896,0.11483208515849465,0.8851679148415054
757.0,932.0,1059.0,407.0,0.0,0.0,6.0,37.0,2021-10-23,0,11,153,189,23/10/21,2748.0,2788.285714285714,366.7142857142857,6029.285714285715,786.0,0.4624570548513209,0.46655761541257723,164,161.42857142857142,189.85714285714286,315.7142857142857,521.7142857142857,0.5113122171945701,0.36391018619934284,6.0,6.857142857142857,28.857142857142858,16.857142857142858,68.28571428571429,0.4067796610169491,0.4225941422594142,0.11623273715191307,0.8837672628480869
541.0,611.0,718.0,205.0,0.0,0.0,3.0,27.0,2021-10-24,0,11,158,196,24/10/21,1870.0,2843.8571428571427,366.2857142857143,6029.285714285715,786.0,0.47167397227816604,0.46601235914213013,169,162.28571428571428,190.14285714285714,315.7142857142857,521.7142857142857,0.5140271493212669,0.36445783132530124,3.0,6.428571428571429,29.714285714285715,16.857142857142858,68.28571428571429,0.3813559322033898,0.4351464435146443,0.11410262115615682,0.8858973788438432
1049.0,1026.0,1397.0,468.0,0.0,0.0,9.0,45.0,2021-10-25,0,12,153,189,25/10/21,3472.0,2939.285714285714,384.14285714285717,6029.285714285715,786.0,0.4875014808671958,0.48873137041075976,165,163.0,190.42857142857142,315.7142857142857,521.7142857142857,0.5162895927601809,0.3650054764512596,9.0,6.285714285714286,31.428571428571427,16.857142857142858,68.28571428571429,0.3728813559322034,0.4602510460251045,0.1155863136176066,0.8844136863823934
1183.0,1207.0,1429.0,455.0,0.0,0.0,5.0,20.0,2021-10-26,0,14,161,205,26/10/21,3819.0,2985.285714285714,388.2857142857143,6029.285714285715,786.0,0.49513090866011134,0.49400218102508175,175,164.42857142857142,192.42857142857142,315.7142857142857,521.7142857142857,0.520814479638009,0.36883899233296824,5.0,6.571428571428571,30.571428571428573,16.857142857142858,68.28571428571429,0.38983050847457623,0.4476987447698745,0.11509633707389372,0.8849036629261063
934.0,983.0,1268.0,454.0,0.0,1.0,11.0,51.0,2021-10-27,0,13,166,208,27/10/21,3185.0,3029.4285714285716,399.42857142857144,6029.285714285715,786.0,0.5024523160762943,0.5081788440567067,179,166.85714285714286,195.14285714285714,315.7142857142857,521.7142857142857,0.5285067873303168,0.3740416210295729,12.0,7.0,33.714285714285715,16.857142857142858,68.28571428571429,0.4152542372881356,0.4937238493723849,0.11649029247562703,0.883509707524373
